gene_ID subst L_accius P_sennae L_sinapis C_cecrops D_plexippus H_melpomene P_machaon B_mori
XM_012691726.1 dS.dnd 0.581225 0.508699 0.581825 0.634658 0.628906 0.575041 0.626399 0.32203
XM_012691731.1 dN.dnd 0.105891 0.0674054 0.127215 0.0984885 0.104033 0.0906943 0.0960513 0.0591251
XM_012691731.1 dS.dnd 0.584821 0.501855 0.560008 0.625161 0.655912 0.494193 0.559345 0.335775
XM_012691735.1 dS.dnd 0.599711 0.444833 0.555648 0.662159 0.558409 0.589575 0.611692 0.319873
XM_012691735.1 dN.dnd 0.0315401 0.0150461 0.0201397 0.0220709 0.0207642 0.0389682 0.0158997 0.0171721
XM_012691736.1 dN.dnd 0.021794 0.0286627 0.0499298 0.0643214 0.0245959 0.0240939 0.0724628 0.0168806
XM_012691736.1 dS.dnd 0.475688 0.437446 0.625129 0.69463 0.514411 0.63559 0.556809 0.324245
XM_012691737.1 dN.dnd 0.0346173 0.0252552 0.0388397 0.0406161 0.0235501 0.0205116 0.0426045 0.0356334
XM_012691737.1 dS.dnd 0.596756 0.494451 0.621584 0.650263 0.59096 0.554657 0.599752 0.380282
XM_012691741.1 dS.dnd 0.493148 0.374603 0.560269 0.936647 0.533215 0.600868 0.534117 0.426192
XM_012691741.1 dN.dnd 0.00115991 0.0161655 0.0335898 0.297865 0.0333748 0.0640992 0.0461352 0.0126016
XM_012691746.1 dS.dnd 0.515759 0.455869 0.488107 0.62727 0.504422 0.588581 0.574187 0.262608
XM_012691746.1 dN.dnd 0.0430085 0.0256103 0.0438139 0.0638561 0.0406283 0.0240843 0.0246948 0.0278533
XM_012691747.1 dS.dnd 0.582312 0.516589 0.637254 0.676188 0.631273 0.619276 0.591125 0.336371
XM_012691747.1 dN.dnd 0.0873895 0.0971648 0.0994667 0.140428 0.0760032 0.0606085 0.125951 0.0953972
XM_012691755.1 dN.dnd 0.0699612 0.0367884 0.0630557 0.100786 0.0717695 0.0565879 0.0542781 0.0413865
XM_012691755.1 dS.dnd 0.566802 0.439038 0.583011 0.673205 0.54177 0.589756 0.600479 0.334827
XM_012691759.1 dS.dnd 0.607885 0.529439 0.585554 0.677133 0.542876 0.533452 0.523719 0.345303
XM_012691759.1 dN.dnd 0.0571235 0.0431323 0.0593537 0.0687968 0.0410591 0.0532809 0.0538512 0.0259499
XM_012691780.1 dN.dnd 0.0936924 0.0654048 0.0757063 0.102853 0.0628042 0.0554608 0.0794977 0.06101
XM_012691780.1 dS.dnd 0.597128 0.416262 0.563793 0.684331 0.533591 0.512759 0.547876 0.313597
XM_012691782.1 dS.dnd 0.580891 0.448419 0.554301 0.657933 0.703987 0.463751 0.565437 0.326286
XM_012691782.1 dN.dnd 0.084214 0.0599846 0.0823601 0.0974594 0.107149 0.0748728 0.110666 0.0557939
XM_012691799.1 dN.dnd 0.0330604 0.0170957 0.0410503 0.0226521 0.0160971 0.0432344 0.37014 0.0331124
XM_012691799.1 dS.dnd 0.615605 0.494172 0.656742 0.683466 0.621704 0.543303 0.659776 0.352535
XM_012691805.1 dS.dnd 0.598974 0.439538 0.574947 0.636214 0.581032 0.627239 0.555863 0.310293
XM_012691805.1 dN.dnd 0.0747882 0.0642448 0.0994149 0.0938235 0.0684425 0.0518959 0.102282 0.122331
XM_012691828.1 dS.dnd 0.656161 0.463897 0.611202 0.70492 0.576408 0.555977 0.588332 0.343005
XM_012691828.1 dN.dnd 0.0305659 0.0161706 0.0267827 0.135623 0.0298143 0.0337664 0.0703218 0.0193738
XM_012691833.1 dN.dnd 0.0208792 0.00789027 0.0206744 0.0240945 0.0171234 0.0125952 0.0174628 0.0117835
XM_012691833.1 dS.dnd 0.593141 0.482497 0.568851 0.635261 0.548482 0.54062 0.571299 0.331748
XM_012691842.1 dS.dnd 0.538764 0.421944 0.566889 0.574903 0.529471 0.512385 0.558501 0.361081
XM_012691842.1 dN.dnd 0.0185861 0.00945875 0.0285018 0.0270934 0.0116982 0.0153814 0.0235253 0.0179101
XM_012691864.1 dN.dnd 0.0198724 0.0332516 0.0318703 0.0616627 0.0304315 0.0318245 0.0128761 0.0269322
XM_012691864.1 dS.dnd 0.569965 0.520688 0.60887 0.702482 0.589545 0.618645 0.586374 0.333865
XM_012691866.1 dS.dnd 0.641591 0.456059 0.569332 0.677421 0.568344 0.536226 0.586611 0.320078
XM_012691866.1 dN.dnd 0.0514335 0.0264576 0.0498513 0.0538081 0.0711358 0.0229127 0.0413952 0.0248982
XM_012691886.1 dS.dnd 0.578669 0.498177 0.616659 0.678555 0.582486 0.570898 0.577905 0.331856
XM_012691886.1 dN.dnd 0.0416532 0.0273153 0.0439422 0.0523625 0.0391597 0.0290351 0.0384473 0.0353903
XM_012691887.1 dS.dnd 0.624968 0.513343 0.578515 0.681101 0.643192 0.561643 0.562183 0.317603
XM_012691887.1 dN.dnd 0.0568715 0.0306549 0.0273106 0.0699057 0.0492106 0.0611699 0.0379988 0.0234049
XM_012691890.1 dS.dnd 0.62053 0.435434 0.660459 0.65997 0.552331 0.656102 0.561414 0.323735
XM_012691890.1 dN.dnd 0.104903 0.0823197 0.13214 0.174204 0.0909855 0.100753 0.139819 0.0750926
XM_012691898.1 dS.dnd 0.626073 0.489682 0.645383 0.724361 0.621105 0.598769 0.610584 0.392817
XM_012691898.1 dN.dnd 0.0928996 0.0947762 0.0559211 0.0655384 0.0461725 0.0352523 0.0920714 0.0421498
XM_012691915.1 dS.dnd 0.509244 0.375586 0.61598 0.556409 0.612 0.470626 0.585649 0.341836
XM_012691915.1 dN.dnd 0.0108896 0.00867619 0.0100835 0.0208877 0.010307 0.00730257 0.013329 0.00840832
XM_012691920.1 dS.dnd 0.545806 0.437444 0.607679 0.640219 0.598521 0.516935 0.542549 0.332508
XM_012691920.1 dN.dnd 0.069588 0.032483 0.0698841 0.0629897 0.0612967 0.05113 0.0728248 0.029893
XM_012691921.1 dS.dnd 0.485791 0.47834 0.531109 0.507787 0.531337 0.589223 0.507321 0.408548
XM_012691921.1 dN.dnd 0.0893384 0.0253242 0.0713327 0.0538603 0.0619929 0.0559221 0.099338 0.0406616
XM_012691922.1 dN.dnd 0.027549 0.0332078 0.0364513 0.0494069 0.0344346 0.0227991 0.0461687 0.0236921
XM_012691922.1 dS.dnd 0.543026 0.44809 0.533579 0.627316 0.542596 0.501758 0.562212 0.305
XM_012691923.1 dN.dnd 0.0342 0.0182781 0.0532667 0.0581202 0.0827884 0.024095 0.0321469 0.0199936
XM_012691923.1 dS.dnd 0.663309 0.456802 0.554905 0.510469 0.589779 0.505588 0.59919 0.284784
XM_012691935.1 dN.dnd 0.0163278 0.00997384 0.0266196 0.024852 0.0259807 0.010573 0.0246678 0.0240169
XM_012691935.1 dS.dnd 0.512979 0.422381 0.55997 0.561368 0.574283 0.497425 0.605019 0.317512
XM_012691938.1 dS.dnd 0.499512 0.565317 0.57103 0.82154 0.760965 0.611481 0.664135 0.385811
XM_012691938.1 dN.dnd 0.105516 0.233238 0.0691474 0.0598713 0.127314 0.0555009 0.0631985 0.0312313
XM_012691954.1 dS.dnd 0.614692 0.423025 0.578492 0.630154 0.618033 0.58041 0.607857 0.303199
XM_012691954.1 dN.dnd 0.0234449 0.0182609 0.0270235 0.0436047 0.0308331 0.0269778 0.0146106 0.0253193
XM_012691957.1 dN.dnd 0.0592073 0.0396734 0.0353494 0.0379899 0.0444538 0.0271323 0.0335092 0.0274426
XM_012691957.1 dS.dnd 0.613577 0.475013 0.58475 0.633118 0.585074 0.603668 0.598554 0.350058
XM_012691958.1 dN.dnd 0.0316612 0.0102772 0.0344834 0.0226355 0.024917 0.0132533 0.0322763 0.0164389
XM_012691958.1 dS.dnd 0.560925 0.43337 0.573427 0.61313 0.579962 0.519718 0.545024 0.32105
XM_012691967.1 dS.dnd 0.471236 0.447417 0.609051 0.58296 0.508097 0.685555 0.498037 0.328901
XM_012691967.1 dN.dnd 0.0910847 0.067222 0.0845862 0.10975 0.083789 0.0902437 0.111358 0.0590908
XM_012691968.1 dS.dnd 0.517445 0.461569 0.555037 0.556545 0.66971 0.615781 0.573452 0.351666
XM_012691968.1 dN.dnd 0.0178716 0.0110994 0.0192994 0.0186947 0.0085249 0.0377078 0.0102897 0.00647215
XM_012691973.1 dN.dnd 0.0940746 0.0690137 0.094258 0.0919807 0.0942398 0.0667458 0.0742673 0.0642576
XM_012691973.1 dS.dnd 0.644891 0.423536 0.483633 0.72169 0.563077 0.514139 0.63755 0.366294
XM_012691974.1 dN.dnd 0.0463618 0.0236222 0.0546654 0.0449828 0.0165775 0.0238691 0.0427022 0.0495334
XM_012691974.1 dS.dnd 0.581631 0.459591 0.566631 0.610653 0.569928 0.495777 0.583023 0.364438
XM_012691975.1 dN.dnd 0.0434239 0.0111176 0.024277 0.0228021 0.0185204 0.0250946 0.0147229 0.0186395
XM_012691975.1 dS.dnd 0.56987 0.456009 0.614988 0.636885 0.591042 0.558619 0.553836 0.364889
XM_012691985.1 dN.dnd 0.0231612 0.010683 0.0146645 0.00984194 0.0012352 0.0189767 0.0297794 0.00382489
XM_012691985.1 dS.dnd 0.567398 0.395349 0.497719 0.531778 0.520857 0.55362 0.574793 0.25753
XM_012691988.1 dS.dnd 0.521605 0.398038 0.664995 0.546961 0.597683 0.615391 0.511045 0.363887
XM_012691988.1 dN.dnd 0.202085 0.0823142 0.0875685 0.256349 0.123096 0.126041 0.18545 0.119053
XM_012692007.1 dS.dnd 0.534206 0.534569 0.524123 0.505876 0.604834 0.583181 0.46004 0.358596
XM_012692007.1 dN.dnd 0.108213 0.101254 0.137338 0.0911606 0.151229 0.0848893 0.0831156 0.0592653
XM_012692014.1 dN.dnd 0.0807477 0.0696823 0.0703082 0.102991 0.0729071 0.0744331 0.176028 0.054719
XM_012692014.1 dS.dnd 0.636904 0.464195 0.600658 0.674998 0.627909 0.582729 0.597805 0.322124
XM_012692019.1 dS.dnd 0.542832 0.446737 0.605743 0.652706 0.590848 0.530128 0.54163 0.318742
XM_012692019.1 dN.dnd 0.0605316 0.0335575 0.0514534 0.0712687 0.0422594 0.0435963 0.0465758 0.0368964
XM_012692020.1 dN.dnd 0.0310401 0.024668 0.0602689 0.049444 0.0350855 0.0276112 0.0629406 0.0275032
XM_012692020.1 dS.dnd 0.640724 0.475842 0.5954 0.654846 0.594399 0.516491 0.591815 0.340591
XM_012692021.1 dN.dnd 0.0485639 0.0344007 0.0342016 0.0943971 0.0526038 0.0331754 0.0630092 0.051742
XM_012692021.1 dS.dnd 0.52661 0.46908 0.57363 0.543048 0.521007 0.467316 0.592691 0.355495
XM_012692026.1 dN.dnd 0.0313681 0.0160966 0.0421012 0.0549499 0.0419425 0.0286566 0.0571624 0.0346088
XM_012692026.1 dS.dnd 0.547048 0.421059 0.560555 0.621038 0.529049 0.480269 0.563631 0.322068
XM_012692030.1 dN.dnd 0.162307 0.12419 0.165639 0.169807 0.141269 0.136504 0.146405 0.0870919
XM_012692030.1 dS.dnd 0.62955 0.460602 0.594113 0.673902 0.550084 0.447942 0.537746 0.297014
XM_012692033.1 dS.dnd 0.538298 0.514098 0.586716 0.717307 0.575671 0.59148 0.572189 0.368302
XM_012692033.1 dN.dnd 0.0492275 0.0315523 0.12084 0.0644082 0.0495829 0.0688698 0.0700585 0.0365061
XM_012692037.1 dN.dnd 0.142823 0.0581538 0.0562398 0.0785512 0.061617 0.0699652 0.0624624 0.0430317
XM_012692037.1 dS.dnd 0.582077 0.427463 0.552832 0.609642 0.581852 0.475024 0.511298 0.311562
XM_012692045.1 dN.dnd 0.0324724 0.0232907 0.0518698 0.0430095 0.0365319 0.0368101 0.0691825 0.0365639
XM_012692045.1 dS.dnd 0.416026 0.32189 0.578468 0.534077 0.567283 0.478 0.561733 0.316642
XM_012692049.1 dS.dnd 0.605667 0.453688 0.565566 0.620782 0.548984 0.603136 0.554335 0.391734
XM_012692049.1 dN.dnd 0.101462 0.0686932 0.0882292 0.118287 0.101868 0.0621786 0.125487 0.0624271
XM_012692065.1 dS.dnd 0.661133 0.409693 0.553159 0.502069 0.612068 0.486569 0.588337 0.322216
XM_012692065.1 dN.dnd 0.116614 0.0778662 0.185236 0.158015 0.0994863 0.116749 0.151715 0.0680154
XM_012692076.1 dN.dnd 0.069957 0.0529785 0.0769494 0.0858918 0.0745287 0.0698636 0.0709781 0.0422197
XM_012692076.1 dS.dnd 0.576265 0.483115 0.571509 0.631831 0.597047 0.501034 0.582888 0.287615
XM_012692089.1 dN.dnd 0.00785653 0.00678754 0.00974922 0.0212041 0.0185784 0.00962061 0.0157471 0.00738532
XM_012692089.1 dS.dnd 0.530895 0.382001 0.523526 0.492877 0.597841 0.49527 0.514878 0.385298
XM_012692090.1 dN.dnd 0.0750907 0.0380036 0.0574865 0.088819 0.0524082 0.0514088 0.065486 0.0508195
XM_012692090.1 dS.dnd 0.54191 0.452927 0.573788 0.634009 0.536761 0.526468 0.527349 0.291635
XM_012692095.1 dS.dnd 0.540556 0.416326 0.653759 0.652245 0.544527 0.507085 0.627175 0.316616
XM_012692095.1 dN.dnd 0.0876512 0.0873257 0.109892 0.106578 0.115172 0.0541108 0.104221 0.0642744
XM_012692148.1 dS.dnd 0.591848 0.333263 0.571345 0.575715 0.528238 0.509473 0.490767 0.333636
XM_012692148.1 dN.dnd 0.0817023 0.0244721 0.0445953 0.0557989 0.048902 0.0515378 0.0569258 0.0355073
XM_012692167.1 dN.dnd 0.0329712 0.0222588 0.0342046 0.0400633 0.0360955 0.0342341 0.0490121 0.0222503
XM_012692167.1 dS.dnd 0.612449 0.437228 0.647122 0.641649 0.604562 0.550514 0.619195 0.377671
XM_012692168.1 dN.dnd 0.0523461 0.0257328 0.050237 0.0754111 0.0383928 0.0444064 0.0570323 0.0208149
XM_012692168.1 dS.dnd 0.629403 0.510011 0.619901 0.812174 0.561281 0.536487 0.584471 0.351409
XM_012692182.1 dS.dnd 0.556547 0.460705 0.572434 0.736923 0.653482 0.563361 0.672535 0.306048
XM_012692182.1 dN.dnd 0.0759481 0.0264547 0.0385331 0.081029 0.0619927 0.0404008 0.0912237 0.0281259
XM_012692185.1 dS.dnd 0.590009 0.490342 0.62107 0.676237 0.605533 0.540186 0.561235 0.328263
XM_012692185.1 dN.dnd 0.0563885 0.0372059 0.0600531 0.0724925 0.0628423 0.0415789 0.0585244 0.0424765
XM_012692206.1 dS.dnd 0.550492 0.446955 0.632297 0.696814 0.60256 0.250626 0.571079 0.302391
XM_012692206.1 dN.dnd 0.0396436 0.115759 0.222523 0.146971 0.0278944 0.0666714 0.147028 0.0271657
XM_012692208.1 dS.dnd 0.484905 0.437582 0.542522 0.556905 0.520741 0.499014 0.520711 0.322266
XM_012692208.1 dN.dnd 0.0383638 0.0138042 0.0250909 0.0580634 0.0272406 0.0613529 0.048532 0.059196
XM_012692214.1 dN.dnd 0.140454 0.095944 0.147812 0.242194 0.134324 0.1215 0.132474 0.0792768
XM_012692214.1 dS.dnd 0.715692 0.538367 0.667272 0.701789 0.5709 0.53186 0.619587 0.329204
XM_012692221.1 dN.dnd 0.0714348 0.0098373 0.0571798 0.0388636 0.0558205 0.0241166 0.0377281 0.0267536
XM_012692221.1 dS.dnd 0.559355 0.400668 0.552419 0.659595 0.586617 0.516872 0.590471 0.32326
XM_012692225.1 dS.dnd 0.577654 0.406384 0.607996 0.503358 0.574942 0.624494 0.567037 0.407446
XM_012692225.1 dN.dnd 0.0665646 0.026811 0.0965708 0.0832373 0.0722507 0.0559222 0.150945 0.0346791
XM_012692229.1 dN.dnd 0.0621624 0.0411239 0.0548274 0.106472 0.0321543 0.0439932 0.0578036 0.0293451
XM_012692229.1 dS.dnd 0.615527 0.538233 0.646839 0.645623 0.594932 0.545376 0.599879 0.311124
XM_012692230.1 dN.dnd 0.270522 0.0801992 0.164489 0.184981 0.166702 0.103377 0.262802 0.0954541
XM_012692230.1 dS.dnd 0.355999 0.272638 0.512178 0.529526 0.46832 0.583314 0.369347 0.418116
XM_012692238.1 dN.dnd 0.0384912 0.0255545 0.0581923 0.0793724 0.0243036 0.009773 0.0588335 0.0183331
XM_012692238.1 dS.dnd 0.494129 0.382034 0.555649 0.519415 0.58414 0.463516 0.559677 0.370421
XM_012692240.1 dS.dnd 0.637837 0.496193 0.597458 0.709699 0.608362 0.603709 0.598805 0.368152
XM_012692240.1 dN.dnd 0.13839 0.102391 0.0927028 0.133747 0.111215 0.102442 0.0953094 0.0768217
XM_012692262.1 dS.dnd 0.576084 0.519854 0.537096 0.632323 0.561474 0.497689 0.57497 0.331934
XM_012692262.1 dN.dnd 0.0398084 0.01584 0.0436332 0.0306735 0.0532199 0.0237917 0.0196496 0.0282097
XM_012692269.1 dN.dnd 0.0391781 0.0182185 0.0507317 0.0644634 0.0471635 0.0277007 0.0393158 0.0178713
XM_012692269.1 dS.dnd 0.6392 0.540445 0.622479 0.697367 0.606701 0.56584 0.569299 0.353326
XM_012692278.1 dN.dnd 0.048131 0.0342262 0.0572689 0.0616 0.070634 0.0396092 0.0460693 0.0321237
XM_012692278.1 dS.dnd 0.603949 0.543131 0.59237 0.643372 0.624853 0.548842 0.527744 0.298873
XM_012692281.1 dN.dnd 0.0600861 0.0247396 0.387123 0.0393015 0.0326892 0.0372051 0.0592484 0.0119841
XM_012692281.1 dS.dnd 0.430435 0.488042 0.71167 0.547728 0.527578 0.470205 0.419612 0.281737
XM_012692309.1 dS.dnd 0.623113 0.432078 0.610784 0.634418 0.510688 0.537444 0.497209 0.327508
XM_012692309.1 dN.dnd 0.0809578 0.060568 0.0732599 0.0796796 0.0525028 0.050928 0.0507802 0.0268707
XM_012692335.1 dS.dnd 0.559954 0.467524 0.596662 0.594097 0.554028 0.485967 0.51122 0.339408
XM_012692335.1 dN.dnd 0.0554409 0.0451331 0.0538823 0.0627361 0.0527262 0.0472732 0.051994 0.0359392
XM_012692344.1 dN.dnd 0.0727291 0.0600162 0.0707562 0.134411 0.0689454 0.0456097 0.0916251 0.0545644
XM_012692344.1 dS.dnd 0.596004 0.480078 0.629025 0.702374 0.607526 0.614264 0.638068 0.331817
XM_012692346.1 dS.dnd 0.445609 0.441532 0.437704 0.414771 0.507146 0.717652 0.493688 0.312294
XM_012692346.1 dN.dnd 0.051735 0.0460057 0.089639 0.0746368 0.100735 0.0607241 0.0548786 0.0347702
XM_012692348.1 dS.dnd 0.60632 0.504917 0.598371 0.706789 0.630257 0.496734 0.516917 0.379522
XM_012692348.1 dN.dnd 0.0912248 0.079952 0.0850184 0.161851 0.0651101 0.0764965 0.081277 0.0688968
XM_012692368.1 dN.dnd 0.0542139 0.0329954 0.0588607 0.0803206 0.0289466 0.0371818 0.0565139 0.0339295
XM_012692368.1 dS.dnd 0.626135 0.454343 0.58101 0.591873 0.529957 0.446789 0.464664 0.297195
XM_012692395.1 dS.dnd 0.590193 0.464081 0.561096 0.659155 0.517463 0.505659 0.576889 0.357617
XM_012692395.1 dN.dnd 0.0365831 0.0145168 0.0216222 0.031557 0.0164907 0.0181133 0.0293214 0.0209238
XM_012692398.1 dN.dnd 0.0405367 0.0273686 0.0477905 0.0571509 0.0430834 0.0414817 0.0427977 0.0373354
XM_012692398.1 dS.dnd 0.609309 0.431699 0.633754 0.689417 0.554571 0.571791 0.549763 0.358513
XM_012692422.1 dS.dnd 0.592423 0.456773 0.552634 0.650788 0.581784 0.478569 0.543726 0.316842
XM_012692422.1 dN.dnd 0.053631 0.0424211 0.096105 0.0671095 0.0561477 0.053831 0.0576845 0.0418385
XM_012692448.1 dS.dnd 0.665938 0.44795 0.578162 0.597085 0.62287 0.455556 0.469926 0.30407
XM_012692448.1 dN.dnd 0.112531 0.0749625 0.0750422 0.116241 0.120049 0.0889504 0.0962106 0.0554839
XM_012692466.1 dN.dnd 0.0789301 0.0569452 0.112241 0.11421 0.0787534 0.138288 0.137507 0.0518129
XM_012692466.1 dS.dnd 0.581214 0.443376 0.688788 0.631706 0.619459 0.676698 0.659337 0.389496
XM_012692481.1 dN.dnd 0.0482072 0.059537 0.066601 0.0787498 0.0529905 0.0648832 0.0500193 0.0233259
XM_012692481.1 dS.dnd 0.583058 0.393257 0.595807 0.633449 0.600555 0.505351 0.559277 0.322912
XM_012692492.1 dS.dnd 0.518578 0.401258 0.474374 0.423783 0.488553 0.560034 0.469172 0.316226
XM_012692492.1 dN.dnd 0.0267696 0.0374637 0.0478311 0.0497788 0.0615201 0.0241625 0.0471171 0.0278266
XM_012692502.1 dN.dnd 0.0312745 0.0954476 0.0623293 0.093687 0.234924 0.0870959 0.267272 0.00346876
XM_012692502.1 dS.dnd 0.366527 0.640044 0.904212 0.569105 0.345696 0.629972 0.966577 0.463309
XM_012692506.1 dS.dnd 0.273888 0.225275 0.411267 0.46099 0.645156 0.372558 0.42723 0.190436
XM_012692506.1 dN.dnd 0.0314287 0.00707484 0.013487 0.0425169 0.308928 0.0243061 0.0373377 0.0153484
XM_012692507.1 dS.dnd 0.553407 0.43517 0.575255 0.63795 0.509492 0.484175 0.570187 0.29992
XM_012692507.1 dN.dnd 0.0456952 0.0316282 0.0546013 0.0678474 0.0319487 0.0393684 0.0430274 0.0356756
XM_012692517.1 dS.dnd 0.463351 0.390253 0.375387 0.760537 0.348166 0.429926 0.590825 0.251274
XM_012692517.1 dN.dnd 0.000870414 0.000515611 0.113502 0.276005 0.0273025 0.0129304 0.0573889 0.0182799
XM_012692543.1 dN.dnd 0.0171435 0.0106525 0.0118661 0.0278536 0.0238268 0.0119625 0.012763 0.0069631
XM_012692543.1 dS.dnd 0.503822 0.394854 0.58466 0.624983 0.549737 0.515187 0.501285 0.349107
XM_012692552.1 dN.dnd 0.0756956 0.0490714 0.0687501 0.0915824 0.0568934 0.0529828 0.0642693 0.0524879
XM_012692552.1 dS.dnd 0.547886 0.436604 0.613684 0.622008 0.572907 0.579686 0.607034 0.345066
XM_012692557.1 dS.dnd 0.593736 0.400296 0.607418 0.573832 0.645003 0.511164 0.631131 0.323658
XM_012692557.1 dN.dnd 0.0312012 0.00801004 0.00598369 0.037675 0.00543893 0.0114828 0.0142491 0.00450498
XM_012692563.1 dS.dnd 0.433727 0.459479 0.626287 0.6445 0.544467 0.585309 0.493033 0.280889
XM_012692563.1 dN.dnd 0.0709869 0.0499703 0.0647036 0.0718351 0.0552927 0.0482074 0.0634018 0.0394802
XM_012692566.1 dN.dnd 0.0563834 0.0477287 0.120134 0.0874259 0.0668882 0.0763884 0.161338 0.0369694
XM_012692566.1 dS.dnd 0.492692 0.339846 0.483616 0.71697 0.506963 0.558766 0.470258 0.330185
XM_012692570.1 dN.dnd 0.000374103 0.000172323 0.000442437 0.000515015 0.0720068 0.000430012 0.282334 0.0396872
XM_012692570.1 dS.dnd 0.112865 0.204415 0.859206 0.141194 0.188188 0.529984 0.855745 0.23048
XM_012692572.1 dS.dnd 0.73898 0.470582 0.574622 0.62556 0.375891 0.459311 0.697754 0.340803
XM_012692572.1 dN.dnd 0.00126883 0.000277937 0.000680824 0.000775037 0.000455325 0.000447245 0.318418 0.000719988
XM_012692575.1 dS.dnd 0.624439 0.490328 0.626352 0.649662 0.623441 0.616516 0.598575 0.379132
XM_012692575.1 dN.dnd 0.108757 0.0824133 0.0917874 0.221599 0.0908867 0.0972985 0.138204 0.0542205
XM_012692577.1 dN.dnd 0.0124165 0.101754 0.0955777 0.0518853 0.0414766 0.0215332 0.016284 0.0228081
XM_012692577.1 dS.dnd 0.477272 0.56806 0.557263 0.821463 0.676999 0.481358 0.574149 0.305699
XM_012692582.1 dS.dnd 0.635679 0.441668 0.551015 0.511192 0.534805 0.514103 0.560203 0.291118
XM_012692582.1 dN.dnd 0.0682541 0.0230141 0.0449686 0.0246673 0.0247846 0.0233612 0.0377366 0.0116349
XM_012692600.1 dS.dnd 0.630073 0.392369 0.509595 0.625668 0.506575 0.445378 0.63165 0.323852
XM_012692600.1 dN.dnd 0.0198037 0.0181856 0.0379764 0.0283367 0.0308004 0.0212427 0.0660123 0.0157661
XM_012692604.1 dN.dnd 0.0438001 0.0126432 0.0187294 0.039089 0.0179719 0.0300534 0.0376772 0.0215492
XM_012692604.1 dS.dnd 0.377794 0.350951 0.593224 0.45712 0.490128 0.449665 0.444926 0.352796
XM_012692608.1 dS.dnd 0.569179 0.466985 0.601342 0.626667 0.61684 0.494451 0.564069 0.252974
XM_012692608.1 dN.dnd 0.0354423 0.0283696 0.0301581 0.0406924 0.0220155 0.0388832 0.0295616 0.0328806
XM_012692631.1 dN.dnd 0.0262751 0.014952 0.0201288 0.0200839 0.016275 0.0164897 0.0180795 0.016469
XM_012692631.1 dS.dnd 0.625839 0.493233 0.630342 0.630763 0.595437 0.548466 0.581088 0.388205
XM_012692636.1 dN.dnd 0.109072 0.0565377 0.0628028 0.129363 0.0696741 0.10283 0.0688576 0.0841879
XM_012692636.1 dS.dnd 0.409967 0.289496 0.440001 0.455552 0.552532 0.679346 0.740612 0.205162
XM_012692658.1 dS.dnd 0.668519 0.491405 0.602923 0.665527 0.548488 0.528171 0.559028 0.33523
XM_012692658.1 dN.dnd 0.0224106 0.0306221 0.0624583 0.107033 0.0270354 0.0162811 0.0260983 0.0241908
XM_012692661.1 dN.dnd 0.0158427 0.0154261 0.0396992 0.0811383 0.0466623 0.0194481 0.0400308 0.0177926
XM_012692661.1 dS.dnd 0.527069 0.458907 0.579626 0.610521 0.562929 0.461295 0.618505 0.291813
XM_012692665.1 dS.dnd 0.556034 0.486042 0.540729 0.590093 0.53824 0.600858 0.565363 0.356093
XM_012692665.1 dN.dnd 0.136235 0.0739296 0.118957 0.165961 0.110308 0.171476 0.0964428 0.0483724
XM_012692667.1 dN.dnd 0.0804887 0.0348845 0.0750911 0.0699045 0.0403918 0.0236802 0.0712095 0.034369
XM_012692667.1 dS.dnd 0.492596 0.420945 0.558583 0.532591 0.548787 0.57356 0.502922 0.365324
XM_012692669.1 dN.dnd 0.0285649 0.0176987 0.0280931 0.0300175 0.0667059 0.0247607 0.0397405 0.0137787
XM_012692669.1 dS.dnd 0.519133 0.393399 0.514802 0.550689 0.596206 0.541554 0.56539 0.383905
XM_012692671.1 dN.dnd 0.00347897 0.00984542 0.0155452 0.00870245 0.0230622 0.00656307 0.0238077 0.0107923
XM_012692671.1 dS.dnd 0.612368 0.459802 0.592287 0.716236 0.601328 0.55404 0.534816 0.330011
XM_012692673.1 dS.dnd 0.61569 0.50054 0.597693 0.658114 0.521105 0.522024 0.614232 0.337354
XM_012692673.1 dN.dnd 0.0318951 0.00812217 0.0515834 0.0252078 0.0344972 0.0102846 0.0275444 0.0213492
XM_012692681.1 dN.dnd 0.0738614 0.0764468 0.0966824 0.121078 0.10192 0.0692184 0.101448 0.0660672
XM_012692681.1 dS.dnd 0.648745 0.592297 0.597116 0.809539 0.667737 0.619853 0.695753 0.347161
XM_012692709.1 dS.dnd 0.59885 0.482657 0.632333 0.677373 0.5607 0.573244 0.56855 0.331851
XM_012692709.1 dN.dnd 0.0472387 0.0334222 0.0436723 0.0608719 0.0308586 0.0354433 0.0347165 0.0269852
XM_012692731.1 dN.dnd 0.122317 0.13614 0.26982 0.10496 0.193044 0.116036 0.292819 0.102213
XM_012692731.1 dS.dnd 0.640907 0.507641 0.700505 0.616871 0.638801 0.526051 0.682116 0.284264
XM_012692744.1 dN.dnd 0.108045 0.0534007 0.0774532 0.0940012 0.0791261 0.0667547 0.080962 0.0732409
XM_012692744.1 dS.dnd 0.658257 0.517739 0.516657 0.699481 0.617576 0.526314 0.579689 0.37548
XM_012692756.1 dS.dnd 0.541298 0.0370315 0.577258 0.0724188 0.0751082 1.05964 0.064786 0.337552
XM_012692756.1 dN.dnd 0.143714 0.000165273 0.000367156 0.000456693 0.000301273 0.000264483 0.000327735 0.000216957
