gene_ID length
XM_012695134.1 70
XM_012695140.1 204
XM_012695148.1 179
XM_012695162.1 974
XM_012695187.1 1573
XM_012695197.1 499
XM_012695218.1 291
XM_012695221.1 97
XM_012695226.1 175
XM_012695227.1 576
XM_012695232.1 483
XM_012695233.1 217
XM_012695234.1 434
XM_012695257.1 368
XM_012695258.1 169
XM_012695266.1 373
XM_012695268.1 93
XM_012695272.1 217
XM_012695282.1 590
XM_012695284.1 960
XM_012695286.1 230
XM_012695287.1 438
XM_012695291.1 146
XM_012695293.1 1615
XM_012695297.1 223
XM_012695304.1 332
XM_012695314.1 765
XM_012695320.1 672
XM_012695333.1 381
XM_012695336.1 173
XM_012695337.1 201
XM_012695342.1 294
XM_012695347.1 426
XM_012695350.1 347
XM_012695354.1 215
XM_012695359.1 367
XM_012695371.1 84
XM_012695374.1 496
XM_012695383.1 78
XM_012695384.1 847
XM_012695385.1 245
XM_012695386.1 482
XM_012695389.1 229
XM_012695403.1 207
XM_012695407.1 251
XM_012695413.1 165
XM_012695417.1 184
XM_012695433.1 428
XM_012695436.1 395
XM_012695444.1 370
XM_012695451.1 442
XM_012695459.1 3
XM_012695477.1 594
XM_012695480.1 149
XM_012695494.1 468
XM_012695495.1 1265
XM_012695506.1 279
XM_012695513.1 960
XM_012695535.1 236
XM_012695542.1 201
XM_012695548.1 449
XM_012695550.1 377
XM_012695574.1 64
XM_012695583.1 462
XM_012695589.1 131
XM_012695594.1 145
XM_012695595.1 428
XM_012695602.1 501
XM_012695623.1 0
XM_012695630.1 237
XM_012695631.1 176
XM_012695633.1 506
XM_012695637.1 190
XM_012695639.1 415
XM_012695646.1 164
XM_012695662.1 250
XM_012695674.1 74
XM_012695678.1 856
XM_012695679.1 253
XM_012695698.1 133
XM_012695713.1 293
XM_012695719.1 603
XM_012695730.1 52
XM_012695749.1 16
XM_012695756.1 364
XM_012695767.1 58
XM_012695770.1 405
XM_012695787.1 6
XM_012695790.1 203
XM_012695793.1 2390
XM_012695809.1 1147
XM_012695810.1 89
XM_012695811.1 123
XM_012695826.1 156
XM_012695828.1 239
XM_012695831.1 184
XM_012695837.1 202
XM_012695838.1 215
XM_012695863.1 191
XM_012695868.1 376
XM_012695877.1 214
XM_012695880.1 191
XM_012695886.1 259
XM_012695912.1 654
XM_012695926.1 65
XM_012695927.1 40
XM_012695931.1 199
XM_012695936.1 66
XM_012695940.1 144
XM_012695942.1 178
XM_012695956.1 137
XM_012695972.1 183
XM_012695977.1 394
XM_012695982.1 669
XM_012695987.1 264
XM_012696002.1 2037
XM_012696004.1 918
XM_012696008.1 450
XM_012696020.1 965
XM_012696021.1 37
XM_012696035.1 600
XM_012696036.1 1698
XM_012696066.1 227
XM_012696067.1 167
XM_012696076.1 232
XM_012696088.1 590
XM_012696092.1 188
XM_012696095.1 176
XM_012696100.1 493
XM_012696102.1 82
XM_012696122.1 498
XM_012696125.1 314
XM_012696127.1 569
XM_012696140.1 286
XM_012696145.1 109
XM_012696147.1 197
XM_012696152.1 1247
XM_012696175.1 262
XM_012696182.1 596
XM_012696189.1 15
XM_012696190.1 274
XM_012696191.1 356
XM_012696198.1 412
XM_012696208.1 168
XM_012696213.1 326
XM_012696214.1 338
XM_012696218.1 0
XM_012696229.1 105
XM_012696230.1 40
XM_012696232.1 269
XM_012696240.1 258
XM_012696254.1 179
XM_012696262.1 5
XM_012696266.1 310
XM_012696268.1 281
XM_012696277.1 127
XM_012696282.1 1381
XM_012696287.1 1086
XM_012696289.1 417
XM_012696322.1 186
XM_012696326.1 320
XM_012696333.1 182
XM_012696341.1 194
XM_012696342.1 410
XM_012696344.1 508
XM_012696346.1 329
XM_012696347.1 268
XM_012696351.1 494
XM_012696353.1 404
XM_012696365.1 212
XM_012696382.1 376
XM_012696385.1 271
XM_012696414.1 286
XM_012696430.1 517
XM_012696436.1 59
XM_012696437.1 478
XM_012696441.1 340
XM_012696445.1 194
XM_012696446.1 371
XM_012696449.1 161
XM_012696452.1 51
XM_012696457.1 162
XM_012696458.1 79
XM_012696459.1 377
XM_012696462.1 443
XM_012696474.1 115
XM_012696475.1 366
XM_012696479.1 241
XM_012696485.1 135
XM_012696489.1 477
XM_012696496.1 516
XM_012696500.1 97
XM_012696522.1 212
XM_012696527.1 509
XM_012696538.1 192
XM_012696540.1 37
XM_012696546.1 124
XM_012696547.1 219
XM_012696553.1 329
XM_012696554.1 242
XM_012696577.1 285
XM_012696579.1 385
XM_012696587.1 857
XM_012696591.1 330
XM_012696592.1 232
XM_012696596.1 141
XM_012696597.1 198
XM_012696600.1 251
XM_012696603.1 309
XM_012696612.1 279
XM_012696614.1 391
XM_012696620.1 15
XM_012696627.1 228
XM_012696686.1 525
XM_012696696.1 966
XM_012696712.1 106
XM_012696731.1 175
XM_012696733.1 29
XM_012696752.1 336
XM_012696762.1 305
XM_012696763.1 108
XM_012696768.1 473
XM_012696770.1 181
XM_012696771.1 155
XM_012696779.1 1070
XM_012696790.1 253
XM_012696793.1 396
XM_012696805.1 307
XM_012696814.1 135
XM_012696828.1 160
XM_012696832.1 190
XM_012696845.1 1658
XM_012696876.1 266
XM_012696914.1 91
XM_012696936.1 68
XM_012696955.1 131
XM_012696994.1 252
XM_012697017.1 227
XM_012697036.1 549
XM_012697038.1 77
XM_012697135.1 668
XM_012697151.1 1066
XM_012697201.1 558
XM_012697202.1 77
XM_012697207.1 201
XM_012697232.1 369
XM_012697237.1 481
XM_012697247.1 37
XM_012697259.1 666
XM_012697265.1 80
XM_012697280.1 655
XM_012697284.1 28
XM_012697286.1 283
XM_012697290.1 1384
XM_012697300.1 367
XM_012697306.1 257
XM_012697310.1 394
XM_012697314.1 630
XM_012697316.1 343
XM_012697323.1 116
XM_012697333.1 114
XM_012697338.1 153
XM_012697350.1 2909
XM_012697356.1 650
XM_012697391.1 479
XM_012697393.1 1368
XM_012697399.1 0
XM_012697412.1 354
XM_012697414.1 417
XM_012697433.1 356
XM_012697436.1 68
XM_012697455.1 156
XM_012697472.1 191
XM_012697487.1 1226
XM_012697496.1 750
XM_012697500.1 192
XM_012697511.1 241
XM_012697515.1 306
XM_012697518.1 235
XM_012697519.1 230
XM_012697541.1 139
XM_012697543.1 510
XM_012697554.1 637
XM_012697555.1 945
XM_012697565.1 63
XM_012697567.1 257
XM_012697571.1 158
XM_012697578.1 76
XM_012697584.1 240
XM_012697591.1 278
XM_012697592.1 105
XM_012697593.1 671
XM_012697594.1 306
XM_012697598.1 184
XM_012697602.1 226
XM_012697621.1 306
XM_012697623.1 100
XM_012697644.1 4
XM_012697645.1 330
XM_012697660.1 210
XM_012697665.1 395
XM_012697666.1 153
XM_012697667.1 65
XM_012697672.1 219
XM_012697674.1 677
XM_012697676.1 93
XM_012697679.1 527
XM_012697680.1 116
XM_012697682.1 183
XM_012697687.1 138
XM_012697688.1 396
XM_012697691.1 160
XM_012697692.1 73
XM_012697713.1 22
XM_012697741.1 318
XM_012697746.1 2324
XM_012697749.1 84
XM_012697768.1 43
XM_012697775.1 49
XM_012697801.1 371
XM_012697807.1 194
XM_012697825.1 204
XM_012697827.1 213
XM_012697829.1 915
XM_012697833.1 17
XM_012697847.1 627
XM_012697857.1 518
XM_012697859.1 383
XM_012697861.1 266
XM_012697867.1 289
XM_012697875.1 56
XM_012697881.1 22
XM_012697885.1 533
XM_012697897.1 701
XM_012697907.1 104
XM_012697916.1 462
XM_012697923.1 134
XM_012697966.1 368
XM_012697970.1 220
XM_012697973.1 301
XM_012697976.1 184
XM_012697979.1 129
XM_012697981.1 168
XM_012697982.1 12
