GeneID  node1 L_accius node2 node3 P_sennae L_sinapis node4 C_cecrops node5 D_plexippus H_melpomene P_machaon B_mori
XM_004932950.2  0.05947 0.05962 0.05771 2.50735 0.03154 0.04862 0.00010 0.08208 0.92804 0.04927 0.00060 0.03002 0.07968
XM_004932952.2  10.30739 0.00235 0.00010 0.00039 0.00096 0.00108 0.00010 0.06030 0.98085 0.00091 0.07529 14.50042 0.00183
XM_004932956.2  50.02763 0.13367 0.11746 389.90735 0.06534 0.08893 567.19731 0.10696 0.21040 0.13034 0.05496 0.07424 0.04485
XM_004932957.1  336.98899 0.00156 297.23935 816.53111 0.00536 0.03045 999.00000 0.03557 299.69244 0.04705 0.07084 0.07337 0.00741
XM_004932959.2  56.98940 0.02092 172.88478 29.56403 0.03081 0.03936 0.00605 0.04210 0.04437 0.03064 0.01809 0.01694 0.04025
XM_004932961.2  0.00010 9.24399 7.84951 2.63392 0.00010 0.00010 0.00010 0.00010 0.00010 0.00010 0.00010 0.00010 0.00010
XM_004932962.2  999.00000 0.00146 570.97723 999.00000 0.01255 0.02938 999.00000 0.00115 999.00000 0.00389 0.02253 0.04597 0.00144
XM_004932964.2  561.25944 0.07122 999.00000 999.00000 0.08223 0.01893 999.00000 0.04770 999.00000 0.07191 0.04866 0.06898 0.00259
XM_004932965.2  999.00000 0.01014 0.13638 999.00000 0.02451 0.01573 999.00000 0.00025 999.00000 0.01101 0.00080 0.01217 0.00081
XM_004932969.2  197.88484 0.04932 0.01749 0.12848 0.05712 0.09778 0.01714 0.06769 0.52176 0.04042 0.02686 0.02828 0.10680
XM_004932970.2  0.00010 0.22619 0.00010 999.00000 0.00010 3.99059 0.00010 0.48770 0.00010 0.00473 0.01209 999.00000 1.08942
XM_004932972.2  999.00000 0.05328 999.00000 0.23869 0.04247 0.07315 72.09514 0.09529 0.05546 0.05057 0.04537 0.03811 0.08865
XM_004932973.2  0.00235 0.03180 0.00380 474.03783 0.02474 0.02554 159.46488 0.02991 0.04726 0.02190 0.01335 0.06316 0.01563
XM_004932974.2  273.14167 0.04106 999.00000 999.00000 0.03022 0.04734 332.05876 0.08699 242.93858 0.00818 0.01815 0.05765 0.02539
XM_004932976.2  999.00000 0.04788 999.00000 0.05894 0.18284 0.05173 0.03761 0.06542 0.09614 0.02253 0.15871 0.05860 0.00183
XM_004932977.2  0.00960 0.02984 808.61653 999.00000 0.01348 0.00102 999.00000 0.03138 441.02991 0.03071 0.02116 0.02409 999.00000
XM_004932978.2  34.28580 0.00010 0.00010 10.80382 0.00925 0.00010 48.25500 0.00061 0.00010 0.00388 0.00010 0.00010 0.00017
XM_004932986.2  999.00000 0.04656 999.00000 999.00000 0.04510 0.05708 999.00000 0.00161 999.00000 0.07634 0.05670 0.04157 0.03483
XM_004932989.1  21.76994 0.04677 15.52092 525.97942 0.00957 0.04372 32.55902 0.04366 17.22418 0.01464 0.02754 0.02152 0.03808
XM_004932990.1  0.05707 0.03484 18.30207 0.05240 0.06374 0.03536 237.74069 0.03017 0.13796 0.05616 0.04315 0.06243 0.06707
XM_004932991.2  999.00000 0.00199 999.00000 999.00000 0.00313 0.05359 0.00534 0.04220 999.00000 0.02383 0.01072 0.00150 0.05078
XM_004932993.2  108.77409 0.01798 0.15358 94.39059 0.00997 0.02511 999.00000 0.03691 164.15113 0.01631 0.01015 0.01591 0.02179
XM_004932994.2  999.00000 0.01710 0.00010 0.00010 0.00920 0.02703 0.00010 0.03186 0.00324 0.02317 0.00789 0.01496 0.00872
XM_004932998.2  0.00010 0.02437 0.01994 999.00000 0.02204 0.00652 999.00000 0.00576 0.00010 0.01054 0.01559 0.00345 0.00766
XM_004933006.1  0.00495 0.03492 92.44512 0.01150 211.87797 0.01115 0.00010 0.04704 0.00010 0.01265 0.02749 0.00144 0.07386
XM_004933007.2  0.04368 0.09992 999.00000 0.05307 0.03313 0.11063 999.00000 0.06389 999.00000 0.04546 0.00728 0.02614 0.03946
XM_004933008.2  999.00000 999.00000 0.00010 0.05540 0.00510 0.02036 0.00010 0.01181 0.00179 999.00000 0.01529 0.02578 0.00630
XM_004933011.1  0.00010 0.06368 0.00010 2.36883 0.02026 0.01313 0.01810 0.05488 0.00276 0.00181 3.21066 0.02539 0.00044
XM_004933012.2  999.00000 0.01279 17.42822 0.02225 0.02731 0.01178 146.55775 0.06208 310.68178 0.03175 0.01229 0.02280 0.03273
XM_004933014.2  0.00010 0.01594 9.48738 0.11652 0.00767 0.07281 36.34233 0.06041 0.00010 0.02406 0.02743 0.05129 0.03462
XM_004933015.1  999.00000 0.01684 999.00000 0.01213 534.15359 0.00090 0.00189 0.30916 556.65136 0.00084 0.01436 0.21158 0.03531
XM_004933022.2  16.51474 0.01113 38.42774 0.03600 0.04778 0.04433 12.53661 0.02109 51.04619 0.00349 0.06618 0.00150 0.02268
XM_004933031.1  999.00000 0.01548 0.03023 0.11008 0.02015 0.01761 0.04634 0.05394 999.00000 0.04495 0.01497 0.02466 0.03568
XM_004933053.2  999.00000 0.03912 999.00000 1.42717 0.23599 0.08202 66.63861 0.00336 999.00000 0.03443 0.08367 0.10709 0.07672
XM_004933062.2  999.00000 0.01797 305.37063 0.03806 0.02249 0.02007 0.00801 950.74878 0.00404 0.00888 0.02480 0.00228 0.03544
XM_004933066.2  0.01092 0.02349 910.22491 0.09552 0.02551 0.04272 0.00010 0.04234 999.00000 0.02232 0.03413 0.03923 0.02032
XM_004933067.1  117.81702 0.02358 4.91255 680.15514 0.04876 0.00114 999.00000 0.07147 48.56455 0.02626 0.00811 0.00571 0.02808
XM_004933069.2  0.02026 0.02871 0.00010 999.00000 0.00010 0.00410 0.00010 0.00281 0.00010 0.01139 0.00010 0.02728 0.00283
XM_004933081.2  0.07235 0.00886 6.53606 0.00064 0.01175 0.00058 0.00010 0.18673 0.40414 0.00766 0.00455 0.00707 0.03891
XM_004933086.2  0.00010 0.00010 0.41553 0.00010 0.00010 0.00114 0.00010 0.00101 0.00010 0.00010 0.00010 0.01115 0.00010
XM_004933088.2  999.00000 0.06796 999.00000 999.00000 0.04861 0.03303 279.40189 0.05028 999.00000 0.02211 0.05872 0.04172 0.02759
XM_004933089.2  0.00010 0.00010 999.00000 0.00225 0.00339 0.00701 0.00010 0.01744 0.00010 0.00010 0.00115 0.00141 0.01375
XM_004933091.1  820.80787 0.08162 999.00000 0.02681 0.08420 0.12729 780.27695 0.16877 356.61671 0.04734 0.00301 0.48032 0.02052
XM_004933100.2  111.56696 0.01075 363.61883 229.42311 0.00891 0.03581 0.05157 0.00556 8.59416 0.00301 0.00385 0.01420 0.00945
XM_004933101.2  0.00010 0.00948 0.00010 0.00166 0.68721 0.00422 271.61747 0.00052 0.00010 0.01059 0.05918 0.00850 0.00948
XM_004933115.2  0.00397 0.06737 7.44137 0.08172 0.07525 0.05335 20.20043 0.14482 26.48353 0.02628 0.10749 0.00480 0.04101
XM_004933116.1  999.00000 0.04105 999.00000 0.09765 0.03470 0.04064 793.75832 0.03205 0.00621 0.04317 0.03007 0.05213 0.01342
XM_004933123.2  265.40600 0.04403 0.01732 814.42173 0.00978 0.10560 0.00264 0.08787 0.00515 0.24538 0.00980 0.02150 0.05501
XM_004933125.2  992.85990 0.00685 373.39035 0.01945 413.23388 0.00351 0.00010 0.02372 0.00010 0.02510 0.00758 0.01734 0.02325
XM_004933133.2  0.03362 0.03552 0.05782 0.03744 0.02630 0.05432 0.08752 0.02090 0.06221 0.02104 0.03394 0.02887 0.02987
XM_004933136.2  999.00000 0.02025 999.00000 0.49220 0.03815 0.02697 0.38304 0.05839 0.23374 0.03354 0.02017 0.03316 0.01818
XM_004933145.2  998.99999 0.05165 0.00998 0.16212 0.02594 0.12721 999.00000 0.08593 534.58134 0.04993 0.01012 0.05800 0.05264
XM_004933146.2  0.06445 0.05050 0.05003 0.16222 0.04552 0.07161 0.03049 0.13438 0.06318 0.05887 0.03026 0.04986 0.09422
XM_004933148.2  0.00010 0.17116 999.00000 0.00362 999.00000 0.03405 999.00000 0.02185 0.02553 0.20445 0.13313 999.00000 0.00570
XM_004933159.2  149.21248 0.03581 999.00000 0.48942 0.02494 0.05236 24.77278 0.05662 0.01096 0.05258 0.02639 0.02211 0.01929
XM_004933162.2  59.08704 0.05577 999.00000 719.86979 0.01279 0.07195 65.98326 0.03198 0.02162 0.03196 0.01844 0.05533 0.01936
XM_004933166.2  443.12832 0.04754 282.39146 0.06459 0.01529 0.02758 0.01446 0.01494 108.14663 0.02856 0.02614 0.01696 0.00310
XM_004933199.2  4.17170 0.06699 33.82095 0.00084 0.00302 0.00125 0.00010 0.02430 0.03754 0.18046 0.02327 0.05155 0.05879
XM_004933205.1  0.00387 0.01635 0.28729 0.00642 0.01070 0.05014 0.00010 0.00732 6.51928 0.00243 0.62104 0.00978 0.00720
XM_004933207.2  0.02716 0.01738 486.91328 382.76683 0.02026 0.00769 999.00000 0.02732 994.96736 0.01440 0.02415 0.02748 0.00988
XM_004933212.2  108.04656 0.03524 942.18416 281.12944 0.01846 0.03247 167.34706 0.05287 99.86948 0.02759 0.01182 0.04216 0.00168
XM_004933214.2  999.00000 0.01281 670.28693 681.39466 0.03282 0.01977 0.01727 0.06887 0.00206 0.01358 0.05386 0.01730 0.02440
XM_004933225.2  999.00000 0.04090 0.00010 999.00000 0.03407 0.01428 0.00010 0.04423 0.05259 0.04914 0.04320 0.03879 0.03809
XM_004933230.2  0.02979 0.03737 0.00010 0.03079 0.05108 0.01762 0.00010 0.04268 0.01381 0.01084 0.02672 0.02016 0.06037
XM_004933233.2  14.86872 0.01866 0.00747 0.02927 0.00733 0.00529 0.00010 0.01668 0.03463 0.02317 0.01643 0.01145 0.00521
XM_004933236.2  0.00010 0.04431 0.00010 0.03693 0.03324 0.02792 0.02275 0.07002 0.00711 0.05102 0.03059 0.01638 0.06024
XM_004933247.2  0.00010 0.00010 0.00010 0.00010 999.00000 999.00000 0.00010 0.00010 0.00010 0.00010 0.00010 0.00010 0.00010
XM_004933252.2  999.00000 0.06128 0.00010 999.00000 0.00318 0.00397 0.00010 0.03442 0.00010 0.00862 0.00356 0.05898 0.01093
XM_004933258.2  0.00138 0.06081 0.21214 0.00762 0.33259 0.00033 0.00010 0.04804 0.61357 0.02217 0.00265 0.27124 0.00659
XM_004933272.2  9.07351 0.00955 0.02763 270.03135 0.03078 0.02371 0.02564 0.00835 0.00010 0.01916 0.01808 0.01929 0.05993
XM_004933286.2  0.01811 0.07330 999.00000 0.20596 0.05072 0.03350 999.00000 0.06185 999.00000 0.01367 0.01735 0.03742 0.02787
XM_004933295.2  0.02174 0.10114 999.00000 0.11675 0.04902 0.02186 0.05327 0.04247 999.00000 0.08072 0.07653 0.08219 0.05429
XM_004933313.1  716.38040 0.01108 999.00000 722.68399 0.00501 0.01579 0.00365 0.03042 0.00650 0.02269 0.01235 0.03175 0.00416
XM_004933314.2  197.98995 0.09340 0.00010 999.00000 0.04238 0.11952 999.00000 0.04803 742.91147 0.07198 0.10451 0.05989 0.09926
XM_004933326.2  0.01464 0.03174 0.01152 0.09175 0.08182 0.03344 0.07276 0.04969 0.11529 0.11176 0.05365 0.04726 0.03233
XM_004933327.2  999.00000 0.05264 638.82915 0.06170 0.12030 0.02891 999.00000 0.02984 999.00000 0.07151 0.02773 0.01986 0.00289
XM_004933328.2  0.04818 0.07006 0.04703 0.03622 0.02952 0.05747 0.04485 0.04437 0.04949 0.03946 0.06083 0.09156 0.09198
XM_004933329.2  818.94387 0.04321 999.00000 999.00000 0.03082 0.03222 999.00000 0.04558 651.74696 0.02119 0.04538 0.08708 0.00127
XM_004933333.2  0.02900 0.06528 999.00000 0.02540 0.05113 0.06526 0.00010 0.03796 999.00000 0.04314 0.07903 0.04599 0.02834
XM_004933335.2  0.07189 0.01199 0.00010 0.01908 0.00850 0.02210 0.00200 0.00218 0.00010 0.02622 0.00517 0.00372 0.05486
XM_004933339.2  0.00277 0.04226 999.00000 0.03861 0.01871 0.03752 0.00010 0.02531 0.02333 0.03340 0.05904 0.00312 0.21252
XM_004933340.2  999.00000 0.04570 0.00010 0.02476 0.00962 0.08079 363.97751 0.05372 0.01343 0.12384 0.01680 0.04387 0.04404
XM_004933341.2  0.00010 0.00147 0.00010 999.00000 0.04962 0.00116 0.00010 0.00241 0.00010 0.00670 0.00833 0.00346 0.00132
XM_004933344.1  941.11682 0.00457 0.00010 0.00123 0.00120 999.00000 0.00010 0.00903 0.00010 0.00314 0.00203 0.00010 0.00141
XM_004933345.2  86.04451 0.09186 65.39225 0.00010 0.00765 0.06330 0.00010 0.04423 0.00010 0.01498 0.01490 0.06770 0.00058
XM_004933351.2  0.00010 0.09820 14.57690 10.45260 0.05507 0.00614 38.01676 0.00193 0.00010 0.06224 0.01466 0.25748 0.00091
XM_004933352.2  196.75493 0.11836 0.00010 0.01617 0.02342 48.70515 0.00010 84.39228 0.00010 0.00100 0.01055 0.00305 122.54293
XM_004933353.2  999.00000 0.03506 0.03015 999.00000 0.00841 0.04882 999.00000 0.09930 117.47164 0.01960 0.01060 0.03548 0.03645
XM_004933360.2  928.02538 0.04295 120.38994 0.13742 0.00913 0.10203 0.02304 0.05079 0.01473 0.01339 999.00000 0.04421 0.06021
XM_004933363.2  999.00000 0.02801 999.00000 0.03765 0.10440 0.04323 0.00010 0.05333 0.16290 0.05273 0.07915 0.01840 0.08301
XM_004933366.2  0.00670 0.08539 999.00000 0.00910 0.03214 0.07050 999.00000 0.12467 0.02838 0.06201 0.02636 0.00438 0.32076
XM_004933367.2  999.00000 0.00710 0.00010 0.02361 0.00365 0.03025 0.00690 0.02931 0.00572 0.00721 0.00869 0.00842 0.01268
XM_004933368.2  236.98047 0.06362 0.12221 0.04980 0.08520 0.04178 999.00000 0.03725 356.72552 0.07327 0.04391 0.03566 0.04095
XM_004933371.2  0.03978 0.06204 999.00000 999.00000 0.04415 0.03397 0.02384 0.05845 999.00000 0.10196 0.01074 0.11017 0.03485
XM_004933373.1  0.00010 0.03585 812.67183 0.00369 0.01301 0.06058 0.00010 0.04298 0.02237 0.01153 999.00000 0.01793 0.14398
XM_004933375.2  0.00554 0.13180 83.86273 0.03819 0.04107 0.01234 194.34334 0.06865 0.00913 0.02409 0.01428 0.00092 0.00385
XM_004933377.1  0.00676 0.03566 0.03950 0.02054 0.04668 0.02448 999.00000 0.21725 0.01498 0.00974 0.02411 0.04199 0.06601
XM_004933380.2  0.08514 0.01500 0.00010 0.20279 0.03939 0.02831 341.19380 0.02531 0.02692 0.00490 0.01774 0.01883 0.01751
XM_004933382.2  0.00010 0.32456 2.97271 0.10719 0.06196 0.19882 999.00000 0.05939 0.05086 0.10125 0.05011 0.02407 0.06386
XM_004933385.2  999.00000 0.09570 999.00000 0.04304 0.04062 0.12609 999.00000 0.00215 0.02299 0.10133 0.05391 0.06175 0.02250
XM_004933392.2  0.00010 0.02983 999.00000 999.00000 0.00109 0.02915 999.00000 999.00000 0.00010 0.07027 0.00819 0.04654 0.02891
XM_004933395.2  999.00000 0.15656 999.00000 0.17787 0.19574 0.07397 999.00000 0.10905 0.27152 0.08535 0.12973 0.08576 0.09797
XM_004933400.1  999.00000 0.15712 0.03945 93.02587 0.06423 0.27341 61.42655 0.00515 33.07905 0.04502 0.08504 0.22835 0.05210
XM_004933405.2  0.05247 0.05598 0.01248 148.10697 0.03697 0.09644 116.08297 0.03676 244.01209 0.04393 0.04386 0.04360 0.04700
XM_004933406.2  75.90865 0.06756 999.00000 280.49153 0.04833 0.03607 170.56807 0.02624 999.00000 0.03919 0.06211 0.03542 0.01906
XM_004933409.2  0.00010 1.40311 0.00043 0.00010 0.08844 0.01748 999.00000 999.00000 0.00010 0.00618 0.09986 0.00109 0.43948
XM_004933431.2  914.12539 0.07660 0.02126 999.00000 0.07149 0.10607 999.00000 0.11650 999.00000 0.03183 0.02837 0.13173 0.04714
XM_004933437.2  0.02531 0.06540 0.00010 0.00010 0.01233 0.04572 0.13702 0.13740 0.00010 0.05999 0.04334 0.04923 0.03655
XM_004933438.2  999.00000 0.05534 999.00000 999.00000 0.03989 0.03828 999.00000 0.04057 999.00000 0.01012 0.01488 0.04641 0.06237
XM_004933448.2  402.10262 0.09338 677.66795 999.00000 0.16578 0.05983 0.04337 0.09379 195.47865 0.10073 0.07386 0.11382 0.14195
XM_004933467.2  24.17633 0.00127 32.54696 0.39057 0.00010 0.65027 0.03181 0.00206 5.13699 0.07042 0.02834 0.00267 0.00245
XM_004933468.2  0.05853 0.04372 999.00000 0.39072 0.07509 0.06833 0.00010 0.04953 0.00010 0.00514 0.06450 0.06310 0.05022
XM_004933472.2  758.37667 0.04324 0.01884 999.00000 0.07658 0.06683 530.31743 0.01635 0.01338 0.02347 0.02798 0.04329 0.02116
XM_004933474.2  283.25238 0.01953 0.06068 0.02511 0.00226 0.01403 0.00010 0.06617 313.36490 0.00958 0.04016 0.02686 0.02020
XM_004933478.1  0.01689 0.05413 0.00010 0.04038 0.02248 0.03113 0.01128 0.03609 0.04456 0.02576 0.02314 0.03996 0.01881
XM_004933494.2  999.00000 0.01298 0.00010 889.91768 0.01528 0.01948 0.00010 0.01912 999.00000 0.03019 0.01502 0.03299 0.09229
XM_004933503.2  999.00000 0.04447 999.00000 0.00034 0.01011 0.01278 999.00000 0.00160 999.00000 0.01541 0.03460 0.07066 0.02424
XM_004933510.2  782.07202 0.02204 0.00010 893.73262 0.01332 0.01199 0.00010 0.01051 0.00010 0.01147 0.05441 0.01349 0.00565
XM_004933514.2  37.68736 0.00718 0.00010 193.56199 0.00010 0.00010 0.00010 0.00212 0.00010 0.00779 0.00010 0.00591 0.00625
XM_004933515.2  999.00000 0.14201 999.00000 0.00069 0.06226 0.36399 999.00000 0.07077 0.00891 999.00000 0.01091 0.00086 0.03758
XM_004933520.2  0.00010 0.00010 0.00010 0.02970 999.00000 0.00764 0.00010 0.50636 0.00010 0.01129 0.01641 999.00000 0.05082
XM_004933533.2  0.00010 0.00010 1.74498 0.00010 0.00438 0.00010 0.00010 0.91408 0.00010 0.00010 0.01727 0.02986 0.00010
XM_004933535.2  0.02514 0.07257 0.02942 637.31252 0.05514 0.01486 999.00000 0.09019 0.09350 0.04207 0.05263 0.18295 0.07423
XM_004933539.2  999.00000 0.06390 999.00000 0.14280 0.03248 0.05057 999.00000 0.02661 0.05473 0.01473 0.03219 0.02933 0.06835
XM_004933540.2  969.97169 0.04658 353.65926 0.14770 0.06572 0.04852 349.28797 0.00173 984.34842 0.06336 0.04611 0.06832 0.08564
XM_004933567.2  999.00000 0.06650 0.04349 0.05437 0.02902 0.04044 0.01574 0.05693 0.12881 0.02430 0.03944 0.05166 0.00687
XM_004933574.2  0.00010 0.06766 1.03136 0.29984 0.04188 0.03420 2.71119 0.07317 53.48316 0.03270 0.05475 0.05736 0.04750
XM_004933578.2  0.01675 0.01311 437.57670 0.02806 0.00744 0.00831 4.42914 0.00742 0.01845 0.01684 0.01176 0.01710 0.00989
XM_004933581.2  999.00000 0.04287 999.00000 999.00000 0.02930 0.00865 0.04577 0.05949 999.00000 0.04655 0.06674 0.10344 0.06674
XM_004933585.2  999.00000 0.05993 0.00384 0.03633 0.10957 0.04600 0.02047 0.08887 0.05418 0.04313 0.10138 0.12194 0.04495
XM_004933608.2  0.04584 0.06736 0.01021 999.00000 0.01404 999.00000 999.00000 0.02129 0.00161 0.04460 0.06749 0.05351 0.06869
XM_004933609.2  999.00000 0.03153 0.05464 0.05687 0.01557 0.03513 970.13613 0.01763 0.01651 0.01885 0.02469 0.02396 0.02469
XM_004933613.2  0.00010 0.02600 0.35198 0.18794 0.03304 0.01838 999.00000 0.04933 999.00000 0.02692 0.04090 0.06372 0.04763
XM_004933614.2  0.00010 0.03107 0.01290 0.00042 4.00586 0.02142 0.28111 0.04396 0.70341 0.07773 0.01740 0.05708 0.07784
XM_004933616.2  999.00000 0.03347 999.00000 0.07550 0.06767 0.04553 0.01927 0.06798 0.01149 999.00000 0.00128 0.03468 0.04481
XM_004933623.2  916.26686 0.12161 172.50535 0.55415 0.06387 0.05594 999.00000 0.00227 999.00000 0.03093 0.05039 0.07855 0.09561
XM_004933626.2  80.51553 0.02065 999.00000 434.70177 0.01133 0.03848 999.00000 0.03655 999.00000 0.02232 0.03284 0.01586 0.01841
XM_004933635.2  670.92581 0.04540 0.00010 0.03161 0.01893 0.04595 999.00000 0.04077 469.96647 0.03374 0.03077 0.11948 0.02285
XM_004933636.2  920.73328 0.02817 511.58414 0.08056 0.01477 0.03789 883.92255 0.01890 999.00000 0.02525 0.03439 0.01839 0.02351
XM_004933637.2  0.00092 0.00386 13.61109 0.00019 0.01400 0.00082 0.00010 0.00424 20.72576 37.73659 0.00551 0.00174 1.79575
XM_004933651.2  165.75794 0.03631 999.00000 0.01743 0.00259 0.01863 0.00949 0.00624 999.00000 0.01123 0.00322 0.03023 0.00486
XM_004933652.1  24.04462 0.02946 33.89579 0.00606 0.07757 0.00123 0.09599 0.03545 139.71564 0.07487 0.00799 0.02014 0.00903
XM_004933660.2  999.00000 0.06833 999.00000 0.02870 0.01875 0.04527 0.00010 0.04148 12.42434 0.00050 0.00042 0.00450 0.06773
XM_004933662.2  300.42292 0.05551 0.06757 0.05674 0.05071 0.06725 0.00851 0.02753 377.69883 0.05520 0.02133 0.05971 0.03743
XM_004933669.2  184.25199 0.02211 924.65636 0.04355 0.02089 0.03234 0.07796 0.01982 999.00000 0.02549 0.03471 0.02917 0.01778
XM_004933671.2  999.00000 0.10238 999.00000 999.00000 0.00874 0.03971 0.00010 0.02415 999.00000 0.01084 0.01388 0.01381 0.00383
XM_004933675.1  16.72751 0.06220 12.15098 0.00112 0.02819 0.08710 15.43985 0.00887 0.01592 0.06008 0.07285 0.06830 0.03815
XM_004933676.2  8.71102 0.02647 3.80071 0.03745 0.03053 0.01169 85.21116 0.02734 0.01615 0.02972 0.01196 0.00377 0.00537
XM_004933683.2  0.15591 0.03514 0.07087 0.04489 0.05828 0.20678 0.11658 0.07965 0.03041 0.42422 0.01322 0.03117 0.11980
XM_004933685.2  476.44346 0.09699 0.01835 380.62208 0.01294 0.08106 0.00010 0.15852 0.01466 0.01193 516.61620 0.04418 0.03405
XM_004933688.2  0.05706 0.05436 999.00000 0.04429 0.03513 0.10911 0.00010 0.07896 0.11663 0.03356 0.04066 0.10239 0.07808
XM_004933689.2  353.41695 0.03710 999.00000 0.00467 0.00759 0.01622 92.59956 0.07345 0.00674 0.03440 0.02748 0.01845 0.02443
XM_004933693.2  0.51377 0.05910 0.04027 0.22724 0.02823 0.06083 972.64041 0.05118 0.00765 0.06385 0.02687 0.04841 0.08066
XM_004933694.2  0.03499 0.03554 0.02065 0.03092 0.02310 0.03170 0.03319 0.02795 0.07082 0.04699 0.02436 0.03743 0.01834
XM_004933703.2  0.00010 0.00499 0.00010 999.00000 0.00625 0.02238 0.00010 0.00010 6.19333 0.00429 0.00010 40.29907 0.00852
XM_004933705.2  999.00000 0.00535 0.01070 76.10564 0.03386 0.07161 0.00403 0.00091 80.08905 0.04641 0.02383 0.06003 0.01486
XM_004933706.1  0.11390 0.06693 0.16247 0.05432 0.03742 0.03406 0.20463 0.03790 0.05590 0.03541 0.03516 0.04659 0.02949
XM_004933719.2  999.00000 0.01617 999.00000 0.05711 0.02137 0.04373 0.00010 0.03430 999.00000 0.03162 0.01588 0.03029 0.03039
XM_004933728.2  0.16132 0.05352 0.28209 0.57350 0.10916 0.30346 999.00000 0.29677 0.07382 0.13673 0.19459 0.00758 999.00000
XM_004933740.2  59.51779 0.01199 0.00010 671.22492 0.01561 0.03207 999.00000 0.02528 67.11147 0.01142 0.00952 0.01607 0.01622
XM_004933751.2  48.35287 0.03894 76.79290 0.04399 0.01648 0.06429 0.00010 0.02869 514.99108 0.02744 0.03588 0.00060 0.02618
XM_004933770.2  0.34834 0.03356 0.03850 0.04488 0.03345 0.02702 378.72048 0.10046 0.17717 0.04224 0.03389 0.01314 0.03416
XM_004933772.2  0.02999 0.04605 999.00000 999.00000 0.03155 0.11890 999.00000 0.03962 0.00142 0.02417 0.01170 0.04972 0.05503
XM_004933795.2  40.49515 0.00061 0.00010 50.39771 0.01327 0.04261 46.18114 0.00321 0.00837 0.02720 0.03266 55.45104 0.00694
XM_004933803.2  0.00010 0.01960 98.49989 0.01086 1.52257 0.04636 23.12004 0.02675 0.02574 0.02680 0.04628 0.04985 0.02448
XM_004933804.2  543.49832 0.34001 999.00000 0.63489 0.11995 0.64408 0.00575 0.04381 0.00563 0.03358 0.05215 0.04185 0.15917
XM_004933817.2  0.00010 0.00574 0.01003 312.23801 0.00010 0.00010 0.00010 0.01546 0.00519 0.01303 0.00010 0.02089 0.00461
XM_004933834.2  625.72437 0.10577 0.01299 0.01988 0.03318 0.02937 775.40100 0.00647 999.00000 0.01495 0.02123 0.01902 0.01852
XM_004933845.2  999.00000 0.11784 999.00000 0.01933 0.03798 0.10419 0.02111 0.22746 0.00776 0.02437 0.04980 0.11844 0.01855
XM_004933857.2  0.01056 0.06722 0.01250 0.39588 0.00010 0.07265 0.00316 0.01590 999.00000 0.03835 0.00544 0.11717 0.01583
XM_004933876.2  0.03512 0.07671 999.00000 0.45074 0.06108 0.05941 999.00000 0.10707 0.00632 0.91311 0.01970 0.09221 0.16430
XM_004933887.2  0.00010 0.00251 0.00010 0.02887 0.00472 0.07224 0.00010 0.01106 0.01799 0.00276 0.00328 0.01562 0.01009
XM_004933891.2  33.82112 0.03364 72.95757 0.00010 0.02971 0.02877 999.00000 0.00139 0.00128 0.00922 43.76570 0.01841 0.00266
XM_004933900.2  0.07679 0.00896 0.00340 999.00000 0.02026 0.02292 0.05539 0.00956 570.72699 0.01823 0.01399 0.01491 0.01614
XM_004933930.2  999.00000 0.06096 0.00010 364.58276 0.02350 0.04224 0.03153 0.02985 999.00000 0.00068 0.13846 0.04343 0.05981
XM_004933955.2  999.00000 0.06671 999.00000 999.00000 0.00780 0.02216 134.63644 0.00978 999.00000 0.00431 0.14319 0.00157 0.00120
XM_004934131.2  7.67958 0.04374 0.00489 0.00012 0.01374 8.64268 0.00010 1.48882 0.01545 0.01367 0.01045 0.02304 0.02356
XM_004934190.2  0.00010 0.04088 0.00010 0.00010 0.06240 0.10128 0.01262 0.06554 0.00010 0.00010 0.00418 0.00010 999.00000
XM_004934242.1  0.09244 0.05895 0.00010 0.00010 0.00010 0.00232 0.00010 0.00245 0.00010 0.05674 0.00045 0.04152 0.00304
XM_004934287.2  999.00000 0.12309 0.09218 999.00000 0.07568 0.06018 0.13107 0.05785 999.00000 0.03827 0.02516 0.06141 0.03098
XM_004934292.2  172.12325 0.00884 619.75058 0.19088 0.01324 0.00574 561.33957 0.01749 773.63114 0.04206 0.04140 0.03543 0.06144
XM_004934301.2  677.54829 0.03693 999.00000 0.00447 0.04550 0.05424 0.00010 0.10337 0.01287 0.03052 0.03718 0.05554 0.04182
XM_012688312.1  999.00000 0.03612 999.00000 0.09252 0.04648 0.04199 0.05736 0.08296 0.13035 0.05659 0.01822 0.09440 0.07842
XM_012688313.1  695.31898 0.05043 999.00000 447.68736 0.03240 0.04280 288.01454 0.05047 500.16869 0.03749 0.02805 0.00277 0.01826
XM_012688316.1  86.88394 0.00160 72.21952 0.03634 0.00552 171.42373 0.00873 0.34430 0.00044 0.03685 0.04640 0.00772 0.07154
XM_012688317.1  999.00000 0.03695 999.00000 999.00000 0.01742 0.07061 999.00000 0.03121 999.00000 0.00499 0.00613 0.00795 0.00171
XM_012688319.1  999.00000 0.00087 0.00010 999.00000 0.00010 0.06645 999.00000 0.00602 999.00000 0.00278 0.00340 0.01105 0.16485
XM_012688321.1  999.00000 0.03737 999.00000 999.00000 0.05683 0.10766 999.00000 0.10375 999.00000 0.04457 0.06931 0.03800 0.05743
