GeneID B_mori C_ce GeneIDcce D_pl GeneIDdpl H_mel GeneIDhmel L_ac GeneIDlac L_sin GeneIDlsin P_ma GeneIDpma P_se GeneIDpse
XM_012689266.1 50.004 52.211 cce2894.4.mRNA 53.632 DPOGS205094-TA 46.024 HMEL021624g1.t1 50.831 lac586.25.mRNA 45.820 leptidea_sinapisT00000010857 48.898 KPJ15020.1 51.626 pse200.11
XM_012689271.1 48.560 54.630 cce1072.6.mRNA 56.685 DPOGS206079-TA 49.134 HMEL005770g1.t1 55.578 lac400.35.mRNA 47.194 leptidea_sinapisT00000018105 51.397 KPJ15082.1 45.182 pse1230.7
XM_012689334.1 57.943 56.307 cce214.2.mRNA 58.457 DPOGS203366-TA 59.681 HMEL013531g1.t1 45.662 lac74.17.mRNA 56.282 leptidea_sinapisT00000015923 53.625 KPJ14637.1 49.676 pse1735.11
XM_012689336.1 57.337 58.612 cce4480.3.mRNA 58.779 DPOGS206126-TA 57.535 HMEL017947g1.t1 49.513 lac6.17.mRNA 58.513 leptidea_sinapisT00000007544 54.404 KPJ06307.1 52.370 pse1735.2
XM_012689368.1 54.736 51.240 cce3063.12.mRNA 53.114 DPOGS203000-TA 57.847 HMEL011016g1.t1 41.441 lac74.21.mRNA 58.556 leptidea_sinapisT00000015648 59.271 KPJ10316.1 46.649 pse3179.1
XM_012689378.1 59.855 54.479 cce4480.2.mRNA 55.111 DPOGS206053-TA 53.314 HMEL017948g1.t1 55.416 lac6.19.mRNA 60.306 leptidea_sinapisT00000007290 59.096 KPJ06306.1 57.973 pse1735.1
XM_012689381.1 52.949 53.388 cce3282.12.mRNA 54.721 DPOGS211299-TA 52.938 HMEL005290g1.t1 56.364 lac217.49.mRNA 50.295 leptidea_sinapisT00000017066 54.244 KPJ18131.1 51.045 pse560.5
XM_012689389.1 59.062 58.212 cce1852.5.mRNA 55.324 DPOGS211231-TA 52.616 HMEL037984g1.t2 58.249 lac162097.7.mRNA 56.590 leptidea_sinapisT00000009357 56.120 KPJ18139.1 55.852 pse1123.5
XM_012689395.1 52.904 48.980 cce1231.6.mRNA 56.441 DPOGS212896-TA 55.783 HMEL016130g1.t1 55.988 lac1151.2.mRNA 55.497 leptidea_sinapisT00000015192 36.055 KPJ10634.1 57.594 pse3787.7
XM_012689398.1 46.154 55.954 cce2891.8.mRNA 51.380 DPOGS206230-TA 54.670 HMEL037341g1.t1 55.629 lac580.47.mRNA 52.806 leptidea_sinapisT00000007122 54.358 KPJ10599.1 57.677 pse24.3
XM_012689399.1 44.509 37.134 cce2891.7.mRNA 46.606 DPOGS206226-TA 58.122 HMEL016062g1.t2 45.621 lac3840.1.mRNA 45.373 leptidea_sinapisT00000005898 48.161 KPJ10593.1 51.516 pse1501.2
XM_012689402.1 58.100 56.755 cce13954.4.mRNA 57.072 DPOGS204158-TA 55.954 HMEL004119g1.t1 57.164 lac217.30.mRNA 56.581 leptidea_sinapisT00000003229 56.616 KPJ18116.1 54.527 pse560.27
XM_012689417.1 44.358 43.939 cce1231.5.mRNA 52.306 DPOGS212899-TA 54.363 HMEL016131g1.t1 57.776 lac225.22.mRNA 56.592 leptidea_sinapisT00000020513 36.024 KPJ10635.1 55.858 pse3787.4
XM_012689420.1 51.320 48.506 cce877.2.mRNA 46.413 DPOGS210197-TA 51.705 HMEL009522g1.t1 42.670 lac938.5.mRNA 53.059 leptidea_sinapisT00000001364 49.350 KPJ10867.1 52.814 pse650.3
XM_012689425.1 51.390 51.696 cce66052.1.mRNA 56.509 DPOGS210205-TA 48.393 HMEL011158g1.t1 56.498 lac738.5.mRNA 57.673 leptidea_sinapisT00000000541 57.229 KPJ10945.1 55.473 pse436.1
XM_012689437.1 54.317 48.049 cce5114.9.mRNA 54.191 DPOGS214547-TA 59.449 HMEL016120g1.t1 54.006 lac2374.3.mRNA 52.905 leptidea_sinapisT00000010931 56.836 KPJ10622.1 35.066 pse5375.3
XM_012689447.1 41.397 40.316 cce6632.5.mRNA 46.478 DPOGS201087-TA 57.275 HMEL036542g1.t1 51.294 lac973.2.mRNA 56.093 leptidea_sinapisT00000010999 55.175 KPJ11476.1 56.526 pse661.4
XM_012689448.1 47.024 44.199 cce11923.16.mRNA 57.350 DPOGS201071-TA 59.270 HMEL036544g1.t1 53.054 lac973.5.mRNA 59.029 leptidea_sinapisT00000012365 54.566 KPJ11473.1 58.208 pse931.11
XM_012689452.1 55.392 57.240 cce6674.7.mRNA 57.097 DPOGS205608-TA 56.716 HMEL017463-RA 55.490 lac56.7.mRNA 55.165 leptidea_sinapisT00000000095 53.045 KPJ18515.1 56.229 pse1659.15
XM_012689464.1 54.645 53.917 cce935.7.mRNA 56.693 DPOGS215079-TA 56.398 HMEL036528g1.t1 52.265 lac4479.5.mRNA 56.366 leptidea_sinapisT00000015776 56.637 KPJ11500.1 53.563 pse1974.3
XM_012689471.1 50.772 43.686 cce3919.4.mRNA 42.610 DPOGS214722-TA 53.042 HMEL008593g1.t1 39.829 lac709.12.mRNA 45.087 leptidea_sinapisT00000008184 54.463 KPJ10074.1 39.147 pse589.9
XM_012689474.1 56.890 61.000 cce3996.2.mRNA 52.925 DPOGS204146-TA 54.895 HMEL016482g1.t1 50.622 lac162097.23.mRNA 60.343 leptidea_sinapisT00000003006 57.949 KPJ18149.1 60.602 pse1123.20
XM_012689478.1 48.864 52.855 cce4657.1.mRNA 52.298 DPOGS215077-TA 57.566 HMEL036531g1.t1 42.165 lac4479.10.mRNA 55.051 leptidea_sinapisT00000009233 44.067 KPJ11495.1 58.276 pse1974.11
XM_012689481.1 48.497 48.624 cce3869.1.mRNA 59.735 DPOGS215075-TA 54.097 HMEL036533g1.t1 59.706 lac4479.14.mRNA 56.564 leptidea_sinapisT00000013855 53.128 KPJ11490.1 58.030 pse1974.16
XM_012689482.1 57.501 47.463 cce1529.1.mRNA 54.853 DPOGS215537-TA 52.708 HMEL005005g1.t1 51.801 lac56.17.mRNA 56.866 leptidea_sinapisT00000021373 57.243 KPJ18508.1 56.791 pse1557.2
XM_012689486.1 41.970 40.078 cce11923.10.mRNA 52.885 DPOGS201093-TA 57.317 HMEL021069g1.t1 50.339 lac973.11.mRNA 53.542 leptidea_sinapisT00000002083 53.802 KPJ11468.1 54.775 pse931.6
XM_012689494.1 53.563 45.234 cce11923.1.mRNA 41.899 DPOGS201063-TA 55.043 HMEL009845g1.t1 46.275 lac973.20.mRNA 54.740 leptidea_sinapisT00000004873 60.026 KPJ18504.1 52.984 pse1561.1
XM_012689496.1 45.366 56.040 cce1891.15.mRNA 59.167 DPOGS215017-TA 45.231 HMEL034042g1.t1 58.875 lac236.33.mRNA 56.775 leptidea_sinapisT00000016852 57.406 KPJ18791.1 56.839 pse5155.2
XM_012689498.1 57.283 51.944 cce19855.8.mRNA 51.773 DPOGS204622-TA 54.557 HMEL010153g1.t1 55.768 lac5824.4.mRNA 51.946 leptidea_sinapisT00000017017 54.916 KPJ18802.1 54.771 pse774.4
XM_012689500.1 42.132 36.735 cce11558.2.mRNA 44.957 DPOGS204613-TA 57.896 HMEL010149g1.t1 41.455 lac3862.2.mRNA 49.281 leptidea_sinapisT00000012954 44.958 KPJ18807.1 51.320 pse774.1
XM_012689502.1 51.218 39.573 cce10833.6.mRNA 46.250 DPOGS201582-TA 58.138 HMEL010148g1.t1 49.775 lac473.1.mRNA 54.030 leptidea_sinapisT00000012398 37.570 KPJ18810.1 56.130 pse10618.1
XM_012689504.1 54.526 55.100 cce1891.8.mRNA 50.186 DPOGS214987-TA 52.600 HMEL010170g1.t1 58.078 lac236.30.mRNA 56.614 leptidea_sinapisT00000003148 47.556 KPJ18780.1 57.727 pse4108.9
XM_012689512.1 58.384 56.473 cce2318.1.mRNA 59.508 DPOGS214638-TA 56.091 HMEL037949g1.t1 58.245 lac1010.5.mRNA 53.826 leptidea_sinapisT00000001329 56.760 KPJ18085.1 55.162 pse2358.18
XM_012689513.1 51.758 46.665 cce7516.11.mRNA 52.352 DPOGS201585-TA 54.577 HMEL010959g1.t1 57.502 lac2182.23.mRNA 59.719 leptidea_sinapisT00000019299 51.733 KPJ13153.1 56.878 pse5252.1
XM_012689515.1 51.898 48.130 cce7516.10.mRNA 43.046 DPOGS201602-TA 54.822 HMEL034082g1.t1 40.599 lac544.5.mRNA 57.064 leptidea_sinapisT00000009963 59.748 KPJ13152.1 58.394 pse2997.1
XM_012689518.1 50.991 56.442 cce3148.16.mRNA 52.051 DPOGS214979-TA 50.257 HMEL014813g1.t1 61.000 lac3822.2.mRNA 61.000 leptidea_sinapisT00000006866 26.989 KPJ08266.1 55.500 pse298.8
XM_012689523.1 51.063 49.341 cce7045.3.mRNA 43.036 DPOGS214993-TA 61.000 HMEL014829g2.t1 46.070 lac236.13.mRNA 50.508 leptidea_sinapisT00000015211 56.804 KPJ16402.1 53.797 pse167.1
XM_012689535.1 39.667 39.279 cce7045.2.mRNA 39.047 DPOGS215007-TA 58.394 HMEL014828g2.t1 43.564 lac236.15.mRNA 58.480 leptidea_sinapisT00000005943 57.363 KPJ12756.1 53.719 pse2366.1
XM_012689543.1 46.972 40.000 cce3148.12.mRNA 36.843 DPOGS214980-TA 58.899 HMEL014822g1.t2 47.526 lac236.1.mRNA 50.973 leptidea_sinapisT00000003443 53.084 KPJ15331.1 43.364 pse4976.1
XM_012689549.1 59.349 57.249 cce2318.4.mRNA 59.675 DPOGS214576-TA 59.568 HMEL005696g1.t1 58.001 lac26021.1.mRNA 61.000 leptidea_sinapisT00000005892 52.704 KPJ18088.1 58.986 pse28316.1
XM_012689561.1 58.900 59.928 cce4196.1.mRNA 58.914 DPOGS206305-TA 59.195 HMEL008235g1.t1 58.712 lac132.27.mRNA 52.349 leptidea_sinapisT00000019612 57.604 KPJ16557.1 58.097 pse2297.5
XM_012689565.1 59.733 56.746 cce302668.1.mRNA 54.692 DPOGS206306-TA 54.194 HMEL010272g1.t1 57.735 lac184.9.mRNA 53.575 leptidea_sinapisT00000017561 55.509 KPJ16556.1 60.628 pse345.10
XM_012689572.1 50.645 49.707 cce6093.3.mRNA 47.524 DPOGS202021-TA 42.507 HMEL037029g1.t1 46.822 lac49.22.mRNA 44.004 leptidea_sinapisT00000002739 44.475 KPJ08886.1 46.875 pse759.29
XM_012689573.1 58.413 61.000 cce72976.18.mRNA 56.688 DPOGS208883-TA 56.752 HMEL002642g1.t1 56.053 lac49.38.mRNA 57.268 leptidea_sinapisT00000011536 57.356 KPJ08866.1 48.664 pse10130.3
XM_012689576.1 58.198 58.028 cce1621.1.mRNA 59.157 DPOGS208144-TA 61.000 HMEL036973g1.t1 60.711 lac49.58.mRNA 53.149 leptidea_sinapisT00000008114 57.360 KPJ19502.1 60.794 pse28633.17
XM_012689580.1 56.749 56.376 cce1761.13.mRNA 52.645 DPOGS208857-TA 52.984 HMEL016786g1.t1 56.540 lac49.4.mRNA 57.418 leptidea_sinapisT00000018471 55.678 KPJ06054.1 58.051 pse1218.15
XM_012689581.1 47.745 44.145 cce301026.2.mRNA 45.575 DPOGS209015-TA 42.124 HMEL036978g1.t1 50.318 lac49.53.mRNA 49.238 leptidea_sinapisT00000015069 47.230 KPJ19507.1 43.805 pse28633.22
XM_012689582.1 44.102 49.411 cce2246.1.mRNA 54.533 DPOGS209003-TA 47.664 HMEL002547g1.t1 48.641 lac49.45.mRNA 49.978 leptidea_sinapisT00000002537 52.077 KPJ19515.1 41.289 pse28633.29
XM_012689590.1 51.451 52.329 cce301026.4.mRNA 53.408 DPOGS209014-TA 51.328 HMEL002540g1.t1 52.000 lac49.54.mRNA 47.248 leptidea_sinapisT00000001645 55.134 KPJ19505.1 50.002 pse28633.20
XM_012689603.1 53.801 53.052 cce302642.5.mRNA 48.943 DPOGS202017-TA 49.478 HMEL016761g1.t1 52.279 lac49.30.mRNA 48.556 leptidea_sinapisT00000000693 47.924 KPJ08876.1 54.307 pse759.18
XM_012689605.1 61.000 49.249 cce1761.8.mRNA 53.135 DPOGS206844-TA 59.430 HMEL005705g1.t1 59.146 lac849.18.mRNA 51.133 leptidea_sinapisT00000015012 52.844 KPJ08898.1 56.753 pse8499.10
XM_012689607.1 50.316 52.295 cce1112.1.mRNA 50.107 DPOGS209019-TA 51.296 HMEL002549g1.t1 52.872 lac49.44.mRNA 49.973 leptidea_sinapisT00000019334 55.378 KPJ19517.1 54.899 pse635.1
XM_012689623.1 58.756 61.000 cce215.11.mRNA 57.904 DPOGS210634-TA 53.227 HMEL036238g1.t1 59.244 lac1748.11.mRNA 56.384 leptidea_sinapisT00000003194 58.712 KPJ14130.1 59.722 pse6508.3
XM_012689629.1 56.102 53.379 cce4905.2.mRNA 42.617 DPOGS204450-TA 57.237 HMEL004031g1.t1 56.520 lac1285.14.mRNA 51.604 leptidea_sinapisT00000019448 58.116 KPJ06982.1 58.000 pse332.17
XM_012689634.1 39.506 55.884 cce215.5.mRNA 56.891 DPOGS204141-TA 54.805 HMEL012918g1.t1 57.679 lac1748.14.mRNA 54.883 leptidea_sinapisT00000014888 55.610 KPJ14123.1 57.867 pse944.30
XM_012689635.1 61.000 59.333 cce215.4.mRNA 58.017 DPOGS204100-TA 49.537 HMEL012920g1.t1 56.958 lac1748.15.mRNA 58.388 leptidea_sinapisT00000012983 56.554 KPJ14122.1 51.939 pse944.29
XM_012689638.1 56.757 53.085 cce1852.24.mRNA 53.601 DPOGS211234-TA 50.015 HMEL021486g1.t1 54.816 lac162097.16.mRNA 58.153 leptidea_sinapisT00000000888 55.166 KPJ18146.1 57.062 pse1123.31
XM_012689643.1 54.738 54.236 cce579.8.mRNA 52.913 DPOGS205550-TA 58.277 HMEL012904g1.t1 54.755 lac1122.3.mRNA 57.374 leptidea_sinapisT00000001530 58.607 KPJ13126.1 54.852 pse944.3
XM_012689645.1 55.137 58.625 cce5405.13.mRNA 57.771 DPOGS210629-TA 53.202 HMEL007167g1.t1 56.000 lac189.1.mRNA 57.487 leptidea_sinapisT00000009174 46.564 KPJ14141.1 55.967 pse603.67
XM_012689649.1 54.934 46.062 cce5508.7.mRNA 46.570 DPOGS204438-TA 56.361 HMEL017401g1.t1 55.933 lac1285.13.mRNA 57.010 leptidea_sinapisT00000011319 54.122 KPJ12580.1 56.426 pse21091.1
XM_012689657.1 61.000 51.910 cce1028.7.mRNA 58.743 DPOGS204130-TA 57.995 HMEL008294g1.t1 40.419 lac8692.1.mRNA 61.000 leptidea_sinapisT00000017807 59.702 KPJ13127.1 56.530 pse944.7
XM_012689671.1 55.746 44.691 cce4125.27.mRNA 61.000 DPOGS204552-TA 58.604 HMEL016578g1.t1 57.049 lac2627.12.mRNA 55.158 leptidea_sinapisT00000020950 53.410 KPJ07673.1 51.864 pse2849.5
XM_012689672.1 59.735 32.895 cce26335.1.mRNA 56.951 DPOGS207520-TA 55.670 HMEL008743g1.t1 59.688 lac2627.16.mRNA 56.053 leptidea_sinapisT00000019018 61.000 KPJ08617.1 58.428 pse836.19
XM_012689678.1 52.825 48.522 cce5972.1.mRNA 58.008 DPOGS202551-TA 50.586 HMEL008722g6.t1 58.468 lac2762.11.mRNA 61.000 leptidea_sinapisT00000003671 58.485 KPJ07656.1 60.432 pse1468.10
XM_012689681.1 58.784 53.839 cce11161.1.mRNA 56.622 DPOGS203525-TA 55.325 HMEL013207g1.t1 58.887 lac3112.3.mRNA 57.693 leptidea_sinapisT00000010430 52.077 KPJ19716.1 58.613 pse11725.4
XM_012689699.1 55.393 45.042 cce4125.20.mRNA 58.382 DPOGS204555-TA 56.895 HMEL008738g1.t1 53.888 lac2627.19.mRNA 54.594 leptidea_sinapisT00000012236 54.656 KPJ07667.1 56.577 pse836.14
XM_012689700.1 56.010 49.769 cce1276.1.mRNA 56.243 DPOGS204358-TA 56.216 HMEL005297g1.t1 57.274 lac5658.1.mRNA 59.060 leptidea_sinapisT00000001402 45.403 KPJ13322.1 55.494 pse4695.1
XM_012689716.1 39.557 38.516 cce20893.2.mRNA 46.184 DPOGS203543-TA 45.461 HMEL013206g1.t1 36.490 lac1267.1.mRNA 42.691 leptidea_sinapisT00000020668 47.107 KPJ19718.1 37.868 pse11725.6
XM_012689737.1 39.905 44.579 cce2666.3.mRNA 46.562 DPOGS206365-TA 44.829 HMEL017127g1.t10 46.075 lac132.11.mRNA 44.141 leptidea_sinapisT00000011569 42.398 KPJ16572.1 38.146 pse4975.2
XM_012689753.1 53.335 38.672 cce558.6.mRNA 56.407 DPOGS201201-TA 53.964 HMEL015903g1.t1 59.874 lac205.18.mRNA 57.249 leptidea_sinapisT00000005047 52.769 KPJ14576.1 61.000 pse1906.1
XM_012689754.1 55.101 51.078 cce7987.7.mRNA 58.114 DPOGS201196-TA 53.621 HMEL031498g1.t1 53.936 lac1785.5.mRNA 55.842 leptidea_sinapisT00000010525 57.619 KPJ06299.1 56.719 pse10277.2
XM_012689765.1 53.759 44.307 cce182397.2.mRNA 53.688 DPOGS205983-TA 44.804 HMEL032130g1.t1 59.933 lac4439.3.mRNA 47.211 leptidea_sinapisT00000003116 44.262 KPJ18838.1 46.739 pse827.3
XM_012689766.1 55.344 55.457 cce2264.9.mRNA 57.487 DPOGS208423-TA 55.262 HMEL012881g1.t1 54.598 lac420.2.mRNA 55.563 leptidea_sinapisT00000018333 56.940 KPJ17459.1 53.428 pse4868.1
XM_012689771.1 59.028 51.032 cce7304.2.mRNA 58.797 DPOGS205989-TA 57.526 HMEL032122g1.t1 55.202 lac4439.16.mRNA 58.484 leptidea_sinapisT00000010928 49.408 KPJ18825.1 53.203 pse296.15
XM_012689772.1 57.159 54.976 cce3282.13.mRNA 56.987 DPOGS211332-TA 54.885 HMEL037998g1.t1 57.017 lac217.50.mRNA 56.359 leptidea_sinapisT00000002513 55.666 KPJ18132.1 56.806 pse560.4
XM_012689781.1 56.916 50.604 cce5519.2.mRNA 45.667 DPOGS215378-TA 55.750 HMEL017437g1.t1 52.007 lac9.16.mRNA 54.676 leptidea_sinapisT00000007907 47.130 KPJ14487.1 48.070 pse6916.2
XM_012689786.1 56.856 55.379 cce1546.12.mRNA 57.792 DPOGS214632-TA 56.839 HMEL038027g1.t1 53.318 lac1000.22.mRNA 52.455 leptidea_sinapisT00000006126 55.864 KPJ18099.1 52.908 pse1411.2
XM_012689805.1 56.510 54.647 cce8280.5.mRNA 54.079 DPOGS214516-TA 55.679 HMEL017835g1.t1 59.441 lac474.9.mRNA 59.942 leptidea_sinapisT00000010508 54.781 KPJ16110.1 56.129 pse5030.23
XM_012689807.1 59.496 49.460 cce8280.15.mRNA 58.137 DPOGS209236-TA 58.184 HmIR93a_1 59.992 lac919.13.mRNA 59.926 leptidea_sinapisT00000008472 58.467 KPJ08640.1 59.788 pse5030.34
XM_012689810.1 58.664 52.947 cce8280.11.mRNA 56.105 DPOGS214513-TA 58.258 HMEL017841g1.t1 56.820 lac474.3.mRNA 61.000 leptidea_sinapisT00000017249 58.343 KPJ16116.1 61.000 pse5030.29
XM_012689818.1 46.464 43.927 cce1806.16.mRNA 44.971 DPOGS202875-TA 41.831 HMEL017964g1.t1 48.570 lac448.4.mRNA 46.317 leptidea_sinapisT00000008552 43.081 KPJ18053.1 45.787 pse5384.4
XM_012689820.1 52.893 51.461 cce2522.2.mRNA 58.274 DPOGS214534-TA 57.819 HMEL004136g1.t1 56.286 lac2557.8.mRNA 52.990 leptidea_sinapisT00000015063 54.428 KPJ16100.1 54.770 pse5030.17
XM_012689821.1 57.222 46.972 cce10587.3.mRNA 55.876 DPOGS202093-TA 58.381 HMEL021150g1.t1 58.230 lac1082.18.mRNA 55.713 leptidea_sinapisT00000021385 59.208 KPJ07899.1 57.352 pse1126.5
XM_012689822.1 54.102 52.309 cce1853.18.mRNA 56.144 DPOGS208462-TA 61.000 HMEL035104g1.t1 57.586 lac1455.7.mRNA 54.276 leptidea_sinapisT00000003004 55.901 KPJ11116.1 49.107 pse123.21
XM_012689827.1 57.555 54.380 cce3282.11.mRNA 57.652 DPOGS211331-TA 54.447 HMEL005292g1.t1 61.000 lac217.48.mRNA 53.705 leptidea_sinapisT00000008208 57.714 KPJ18129.1 60.480 pse560.7
XM_012689832.1 46.251 50.387 cce877.14.mRNA 50.791 DPOGS208475-TA 45.613 HMEL004305g1.t1 49.229 lac162024.36.mRNA 48.869 leptidea_sinapisT00000020587 46.657 KPJ20202.1 45.723 pse89.4
XM_012689836.1 48.578 40.595 cce877.12.mRNA 45.284 DPOGS208566-TA 46.415 HMEL004303g1.t1 40.879 lac162024.38.mRNA 55.724 leptidea_sinapisT00000009808 37.850 KPJ20200.1 39.238 pse89.7
XM_012689840.1 54.725 38.876 cce1419.4.mRNA 57.249 DPOGS208560-TA 57.114 HMEL003263g1.t1 55.136 lac886.21.mRNA 52.668 leptidea_sinapisT00000019926 47.989 KPJ12080.1 57.756 pse1646.7
XM_012689844.1 47.776 49.731 cce877.13.mRNA 50.924 DPOGS208474-TA 46.557 HMEL004304g1.t1 53.460 lac162024.37.mRNA 50.938 leptidea_sinapisT00000009989 49.254 KPJ20201.1 45.816 pse89.5
XM_012689845.1 48.590 53.509 cce1903.6.mRNA 57.357 DPOGS213701-TA 58.176 HMEL016418g1.t1 55.498 lac8792.44.mRNA 53.797 leptidea_sinapisT00000008712 56.155 KPJ12054.1 58.466 pse1739.11
XM_012689847.1 56.338 54.063 cce1903.5.mRNA 57.787 DPOGS213702-TA 56.751 HMEL016417g1.t1 57.274 lac8792.42.mRNA 56.948 leptidea_sinapisT00000001651 58.546 KPJ12053.1 59.387 pse1739.12
XM_012689850.1 58.941 55.818 cce1391.5.mRNA 55.023 DPOGS213661-TA 55.748 HMEL034838g1.t1 59.062 lac8792.36.mRNA 55.158 leptidea_sinapisT00000013228 58.503 KPJ12046.1 54.568 pse1739.24
XM_012689858.1 47.891 50.292 cce5960.2.mRNA 45.928 DPOGS208557-TA 55.718 HMEL002362g1.t1 49.706 lac162024.17.mRNA 52.443 leptidea_sinapisT00000005340 47.884 KPJ12070.1 41.441 pse89.12
XM_012689860.1 49.299 57.754 cce877.8.mRNA 56.996 DPOGS208471-TA 47.909 HMEL004298g1.t1 52.150 lac11487.6.mRNA 57.978 leptidea_sinapisT00000003342 47.373 KPJ20196.1 61.000 pse1646.20
XM_012689861.1 50.885 60.043 cce698.1.mRNA 51.339 DPOGS207235-TA 57.579 HMEL004211g1.t1 55.521 lac330.59.mRNA 51.932 leptidea_sinapisT00000020555 50.114 KPJ17254.1 58.455 pse852.1
XM_012689864.1 58.847 57.613 cce5570.1.mRNA 52.129 DPOGS205749-TA 52.416 HMEL010589g1.t1 56.372 lac1139.4.mRNA 51.742 leptidea_sinapisT00000004779 49.606 KPJ17266.1 54.726 pse2183.4
XM_012689872.1 58.324 57.070 cce963.1.mRNA 55.470 DPOGS207233-TA 56.899 HMEL009389g3.t1 53.935 lac330.60.mRNA 57.586 leptidea_sinapisT00000009921 48.508 KPJ17255.1 58.858 pse904.1
XM_012689879.1 56.852 51.829 cce3938.2.mRNA 51.254 DPOGS201775-TA 52.344 HMEL009397g1.t1 55.718 lac4010.2.mRNA 49.968 leptidea_sinapisT00000011263 53.124 KPJ17262.1 53.415 pse2436.2
XM_012689886.1 51.771 45.591 cce3415.1.mRNA 47.660 DPOGS209544-TA 47.954 HMEL016528g1.t1 51.331 lac192.10.mRNA 53.724 leptidea_sinapisT00000014940 54.754 KPJ14428.1 50.818 pse216.10
XM_012689889.1 55.221 47.362 cce12053.1.mRNA 58.408 DPOGS200023-TA 55.628 HMEL003677g1.t1 50.828 lac192.49.mRNA 55.906 leptidea_sinapisT00000008316 54.686 KPJ14452.1 57.696 pse1282.19
XM_012689890.1 53.580 48.211 cce20972.1.mRNA 57.438 DPOGS200024-TA 56.033 HMEL003681g2.t1 50.699 lac192.43.mRNA 60.034 leptidea_sinapisT00000001266 57.089 KPJ14447.1 53.390 pse1282.21
XM_012689897.1 55.764 47.442 cce69278.3.mRNA 58.058 DPOGS209543-TA 61.000 HMEL016527g1.t1 58.842 lac192.8.mRNA 58.063 leptidea_sinapisT00000012824 57.555 KPJ14427.1 59.416 pse216.9
XM_012689904.1 57.152 54.138 cce3282.9.mRNA 55.130 DPOGS204150-TA 56.513 HMEL011830g1.t3 57.482 lac217.40.mRNA 61.000 leptidea_sinapisT00000008972 58.299 KPJ18125.1 58.785 pse560.13
XM_012689923.1 52.537 57.260 cce3415.5.mRNA 54.930 DPOGS209546-TA 56.862 HMEL016533g1.t1 50.278 lac192.17.mRNA 56.306 leptidea_sinapisT00000011757 51.564 KPJ14431.1 47.359 pse216.13
XM_012689925.1 52.210 54.112 cce1546.8.mRNA 50.596 DPOGS214584-TA 46.614 HMEL038025g1.t1 54.951 lac217.10.mRNA 48.523 leptidea_sinapisT00000015026 55.374 KPJ18098.1 53.223 pse560.47
XM_012689927.1 56.152 47.799 cce2784.7.mRNA 57.899 DPOGS208993-TA 58.116 HMEL037019g1.t1 54.875 lac49.1.mRNA 55.394 leptidea_sinapisT00000009529 54.059 KPJ06050.1 57.108 pse1218.11
XM_012689936.1 54.071 50.755 cce2784.3.mRNA 50.390 DPOGS208991-TA 51.529 HMEL016793g1.t1 53.509 lac2856.10.mRNA 49.217 leptidea_sinapisT00000017797 52.831 KPJ06047.1 50.184 pse1218.7
XM_012689937.1 57.773 57.360 cce4162.1.mRNA 54.060 DPOGS208873-TA 58.778 HMEL016072g1.t1 60.760 lac727.14.mRNA 55.637 leptidea_sinapisT00000009467 56.981 KPJ06026.1 60.641 pse87397.15
XM_012689940.1 49.824 47.806 cce6909.2.mRNA 48.481 DPOGS211029-TA 49.895 HMEL008042g1.t1 48.584 lac1158.16.mRNA 43.609 leptidea_sinapisT00000016393 47.650 KPJ07632.1 48.225 pse3300.7
XM_012689949.1 59.135 50.475 cce3590.1.mRNA 54.593 DPOGS210755-TA 53.888 HMEL014556g1.t1 51.897 lac559.1.mRNA 53.345 leptidea_sinapisT00000002907 51.482 KPJ07651.1 59.483 pse136.1
XM_012689953.1 47.672 43.134 cce39067.1.mRNA 50.714 DPOGS204193-TA 40.570 HMEL037895g1.t1 51.604 lac851.10.mRNA 45.281 leptidea_sinapisT00000012183 58.728 KPJ18019.1 51.154 pse725.1
XM_012689958.1 55.420 51.717 cce989.5.mRNA 54.358 DPOGS211597-TA 56.729 HMEL036060g1.t1 57.795 lac1158.12.mRNA 54.138 leptidea_sinapisT00000013498 55.804 KPJ07636.1 56.532 pse3300.3
XM_012689960.1 57.054 45.590 cce303282.2.mRNA 56.461 DPOGS210669-TA 55.420 HMEL036050g1.t1 59.204 lac1158.6.mRNA 58.775 leptidea_sinapisT00000014989 59.190 KPJ07647.1 59.862 pse7259.3
XM_012689968.1 57.021 50.004 cce4788.5.mRNA 56.255 DPOGS200151-TA 49.429 HMEL005833g1.t1 55.302 lac1732.22.mRNA 50.940 leptidea_sinapisT00000005198 49.746 KPJ07947.1 50.682 pse170.13
XM_012689969.1 60.727 59.853 cce989.10.mRNA 54.641 DPOGS211584-TA 61.000 HMEL011688g1.t1 61.000 lac1158.19.mRNA 53.947 leptidea_sinapisT00000003196 60.267 KPJ07639.1 48.939 pse3300.1
XM_012689975.1 47.217 32.667 cce73.6.mRNA 41.741 DPOGS212845-TA 52.498 HMEL004477g1.t1 37.727 lac608.16.mRNA 35.156 leptidea_sinapisT00000014895 52.989 KPJ17062.1 34.995 pse315.13
XM_012689978.1 52.124 34.997 cce11810.1.mRNA 45.729 DPOGS212820-TA 55.802 HMEL038166g1.t1 53.259 lac1496.23.mRNA 46.729 leptidea_sinapisT00000019124 49.185 KPJ17042.1 40.772 pse3042.1
XM_012689979.1 53.554 52.673 cce481.11.mRNA 53.220 DPOGS212870-TA 59.833 HMEL008184g1.t1 50.447 lac1496.12.mRNA 54.966 leptidea_sinapisT00000008839 56.166 KPJ17020.1 47.682 pse613.10
